track_name,artist_name,release_date,id_track,popularity,genero
Bonita,"El Reja, Agustín Casanova, The La Planta",2020-11-27,4KlrEwjhXnHLtmKauxVHJz,44,pop
Пыяла,AIGEL,2020-11-20,1nZHWDoDoP0Dtgup8jTW2u,49,pop
Краш,"Klava Koka, NILETTO",2020-06-10,02mPTM1usfKo8tsTGEJuuk,49,pop
LOPSA STORY,1PLIKÉ140,2020-12-10,5IDnEkOCdOp1F0XTAMG3Rk,59,pop
與我無關,阿冗,2020-01-02,4nMpKHdWRRfIbg2ogJAfPi,53,pop
Pentru Tine,Alexia,2020-08-31,2vzc7KZnMt2HEFs6XoK66M,37,pop
On t'emmène,Trois Cafés Gourmands,2020-10-09,5S4Qq5ufU91XImS0T7EjJj,52,pop
Adda El Kalam,Saad Lamjarred,2020-07-15,4IMYgmXkjzzOmbDNbQZnVe,42,pop
Veneno,"Delaossa, KIDDO, J.Moods",2020-06-04,5BopknbHSxEm9Ohcs4IbGu,59,rap
Volver,"Miranda, Hard GZ, Dualy",2020-12-03,3rUkfmLqjZBdW8OxgncHQS,57,rap
Ojitos Aguaos,Cruz Cafuné,2020-01-10,41N4CPnTx5JsTpupiZjKWH,55,rap
Mortales,"Hard GZ, Dualy",2020-04-17,2WxOZS4JiCW2Q06tPCQp5C,53,rap
Lejos,"Delaossa, Cruz Cafuné, Gese Da O",2020-03-24,35hYk23wFUOsHoQfljbz80,54,rap
4K,"El Alfa, Darell, Noriel",2020-03-12,1BIXs6CdkPRLytuqoXs6XN,70,rap
Lo Pues Intentar,Cruz Cafuné,2020-01-10,64HBLJQcr4KpIuCT9W72Fq,53,rap
No Me digas Nada,Quevedo,2020-11-09,15wMJJiVpt2ABQw032Rywi,55,rap
Batmóvil - Remix,"Hens, Pole., Funzo & Baby Loud",2020-07-09,3yOmf3oK10XIVRc99bwSyO,52,rap
Besalo,"El Alfa, Rauw Alejandro",2020-05-15,2PUdyEnqZUh3zICKE4Fu8N,65,rap
GRIS,"Quevedo, ROSO",2020-10-19,6dtt4yvSQs7gH5P3qQaK3N,52,rap
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",2020-01-17,7FIWs0pqAYbP91WWM0vlTQ,78,rap
Y Que Fue?,Don Miguelo,2020-07-29,5UcVIU1tsbN7ZsOSpR8AFD,68,rap
Tentaciones,"Cruz Cafuné, ABHIR",2020-01-10,78jDZMtebvn4FgOd8NgZRO,50,rap
Dime Cuánto,"Hard GZ, Lupita's Friends, Delaossa",2020-04-17,639fHdjnmN5UBUx4BXLIaP,50,rap
En Bajo Perfil,Cruz Cafuné,2020-01-10,1f53Xa0KL3Fw1gEnuHnprI,48,rap
Singapur,"El Alfa, Chael Produciendo",2020-05-15,5q7icrT1Wn8PHaePIjYYyg,63,rap
Mina el Hammani,Cruz Cafuné,2020-01-10,09Ae1id448lmrfETbExaRc,48,rap
Pain,Nadal015,2020-12-10,1y0cHk9jhizvD6tJ90UWly,48,rap
Una Frase Más,DukeeMdz,2020-03-10,0IzLDRCPkJq0rASdEWCW1M,48,rap
ISSEY MIYAKE,Cruz Cafuné,2020-12-04,42SLXbOGY9PO3mEujah5Zo,48,rap
GHOSTÉAME,Cruz Cafuné,2020-10-09,0b8RBrK26xIwTNxB75L9R3,48,rap
Zinedine,Ayax y Prok,2020-11-09,4hYmQmUgnts5oADZSgOSUQ,47,rap
TLC,"Cruz Cafuné, Maikel Delacalle",2020-12-04,1MFPffey46xE0e2PQLSAup,47,rap
Pa Siempre,"Emporio, MOL",2020-11-19,1CbRiYLBFcXpQYn5jGPiVR,46,rap
Singapur (Remix),"El Alfa, Chencho Corleone, Farruko, Justin Quiles, Myke Towers",2020-12-18,0lCHRVlRZCEyLj3Gkc1nv1,54,rap
Marinera,"Lil GZ, Dualy, Hard GZ",2020-10-23,3S9jfKTlQNcZY0jZ6JX3C9,45,rap
Sugar Mami,"La Zowi, Albany, Pipo Beatz",2020-07-17,2lwrv8g1JbRlhhqYpPVnlE,48,rap
Qué Bonito Fue,Funzo & Baby Loud,2020-11-03,4WdTi2TDx1oQkSqfXjY3LX,46,rap
Moonlight,"Cruz Cafuné, Alba Reche",2020-01-10,0EGGa3h5zNpeLN3D5OSxxs,46,rap
Mood Swings (feat. Lil Tjay),"Pop Smoke, Lil Tjay",2020-07-03,5rZlwNFl01HqLWBQGryKSm,71,rap
What You Know Bout Love,Pop Smoke,2020-07-03,1tkg4EHVoqnhR6iFEXb60y,73,rap
STONE ISLAND,Cruz Cafuné,2020-12-04,42TZor3sf5guhMPqX5sO8J,45,rap
Mareas,Serko,2020-01-16,7smmyEpJwuZn1CZi0K7pLj,45,rap
Respeto,JAVI BAMBINI CATTIVI,2020-03-13,19yZ0rFh1dZOGJHYCmuHu7,45,rap
Tiranosaurius Rex,"Kase.O, Harto, Escandaloso Xpósito",2020-12-31,6fKCqK8OB2MVnYCHD9moHj,49,rap
death bed (coffee for your head),"Powfu, beabadoobee",2020-02-08,7eJMfftS33KTjuF7lTsMCx,76,rap
Mar de Males,"Mayo 214, La Cantera",2020-02-14,7ox34DRBx7WjFQkeukX2Zd,44,rap
Vegeta,Luck,2020-05-02,6EkHHRp9hLO3MCQhiat33t,44,rap
MAPA DE CALOR,Cruz Cafuné,2020-12-04,4uJ2aIlLot069732NBjxNR,44,rap
Bukowski,Ayax y Prok,2020-08-23,04G7s84Y5Wpuq77I6IfVvX,45,rap
Despedirte,DukeeMdz,2020-07-05,12tQFJV4SeY5Z5ACigtE0Z,44,rap
No Idea,Don Toliver,2020-03-13,7AzlLxHn24DxjgQX73F9fU,76,rap
MVP,JAVI BAMBINI CATTIVI,2020-03-27,5DtocskKZTXdGEJ1OWoCLh,44,rap
Balaperdida,"Cruz Cafuné, Flavio Rodriguez",2020-01-10,1sBTQCKkwXX8NPQE8qSqcP,44,rap
Viendo las Estrellas,Emporio,2020-08-29,7DDSGsZj7298f7KIPa6fBK,44,rap
Blin Blin,"Bad Gyal, Juanka",2020-11-13,5u5S7D8NaQzyKkdU4duHJR,51,rap
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",2020-08-14,2SAqBLGA283SUiwJ3xOUVI,71,rap
Cinderella,Ayax y Prok,2020-02-14,6ZO7pMbAn5PRn5TXuamYhf,43,rap
Yo Que Sé,"Mayo 214, Fulston",2020-05-18,3FHfZadFuNNJX5V6F2vDDp,43,rap
Sky,Playboi Carti,2020-12-25,29TPjc8wxfz4XMn21O7VsZ,75,rap
Chicago Freestyle (feat. Giveon),"Drake, GIVĒON",2020-05-01,4wVOKKEHUJxHCFFNUWDn0B,73,rap
For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby",2020-07-03,0PvFJmanyNQMseIFrU708S,70,rap
A Su Lado,Kaze,2020-05-08,1nujTl4fG8vEdyPhWsev3E,42,rap
C' est la vie,Nadal015,2020-12-10,5RBxP0IhtLcneJNbf4sCfW,42,rap
Llegamos,Quevedo,2020-12-11,3hizTOSrkSJOpHGSXrE1Ue,46,rap
GIRL LIKE ME,"Black Eyed Peas, Shakira",2020-11-02,1zLBsSVxETQOfINOLYvT5m,66,rap
Invincible,Pop Smoke,2020-02-07,792HwhrdO3ErRKL5yRe4Ge,68,rap
DELITO,NATHY PELUSO,2020-10-02,0K3dGPXHVALEqW8EEQGc3T,51,rap
Coronao Now,"El Alfa, Lil Pump",2020-05-15,1E39KEleLbU1v1cawR6jSc,57,rap
Entre las Luces,"Hard GZ, Lupita's Friends",2020-04-17,5n6fq6TPWqxePGhJB4n94x,41,rap
Latidos,"Miranda, D3llano",2020-01-29,5rvXIKgGNwF8FE23gdyaNy,41,rap
Malaikah,"Cruz Cafuné, Aissa",2020-05-29,2ILVmZozUjjaNrX0v3dC6D,41,rap
BEST INTEREST,"Tyler, The Creator",2020-01-25,3jHdKaLCkuNEkWcLVmQPCX,74,rap
Planteamiento Erróneo,Quevedo,2020-10-16,3bWRxb5rFHlmxo7mwDPNsO,43,rap
Jóvenes no tan Locos,Funzo & Baby Loud,2020-03-19,7CftjFPCNYKLLAxDHp82vz,41,rap
El Techo de Mi Habitación,Kaze,2020-03-07,03h7EC10LDCqax6lk4g9vj,41,rap
ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",2020-04-17,7ytR5pFWmSjzHJIeQkgog4,70,rap
El Gordo Que la Pisa Bien,"Kase.O, Harto, Escandaloso Xpósito",2020-12-31,3geFUUwPEbPsT6Tbj0lRb8,45,rap
La Última,DukeeMdz,2020-11-05,1FPbxEVurdqXy4GGk46ude,41,rap
Runnin,"21 Savage, Metro Boomin",2020-10-02,5SWnsxjhdcEDc7LJjq9UHk,75,rap
Carré VIP,Naps,2020-02-28,1caMoxlA0lk9jDCLCXLEoe,53,rap
Glock In My Lap,"21 Savage, Metro Boomin",2020-10-02,6pcywuOeGGWeOQzdUyti6k,74,rap
Qué bien te quedaba,Walls,2020-11-27,22WO8XRRCDhoCUtcLQtl9C,43,rap
Our Time,Lil Tecca,2020-09-18,2WxUIiq06XXPYWl9YcRJnD,69,rap
Hasta el amanecer,Natos y Waor,2020-05-29,4BqWFdof5Lct3HBtD8ZzOZ,41,rap
Party Girl,StaySolidRocky,2020-07-15,3IJYUaN3tx04S4TYyZHKoP,70,rap
BUENOS AIRES,NATHY PELUSO,2020-10-02,2my7K20Fv5OtE27cjG9sfu,56,rap
Aprendiendo El Sexo,Bad Gyal,2020-07-31,4ZjtBYFciJkcj3K741Ij1d,43,rap
Wishing Well,Juice WRLD,2020-07-10,2U5WueTLIK5WJLD7mvDODv,74,rap
Me noto distinto,"Mayo 214, Fulston, La Cantera",2020-05-20,69tSXUB3uyKXXRtkQwYvzI,41,rap
Doble Tick Azul,"Cruz Cafuné, Sofi de la Torre",2020-01-10,0yMITXNSc0ZQ4ladG3gDhy,41,rap
Daechwita,Agust D,2020-05-22,0JKGe340YJwfDrpXqPQ8sw,70,rap
El Sol,"Lil GZ, Hard GZ, Lupita's Friends",2020-10-23,6OpuF1IRGyX6ed0eEYBKom,40,rap
Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",2020-03-19,3EWxpqOSP0KWgUmRiklqGy,42,rap
The Thrill,"Wiz Khalifa, Empire Of The Sun",2020-11-11,56oGoEjA9eTZYgsttEFKY3,73,rap
Falling,Trevor Daniel,2020-03-26,0Aqi7ArnBrGblW5T6p2jmD,71,rap
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",2020-08-07,4Oun2ylbjFKMPTiaSbbCih,72,rap
Mi Cruz,"Calero LDN, SOTAN, Mayo 214",2020-11-20,11ai2VHaBQKI6Vu0Lw9QOi,39,rap
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",2020-08-28,1p0rEzrK7YtdRZVtiyV7RN,72,rap
Stay With Me,1nonly,2020-10-11,2WYs5LxOZfEyURXu7V0O1a,69,rap
Took Her To The O,King Von,2020-03-06,7fEoXCZTZFosUFvFQg1BmW,76,rap
Armed & Dangerous,King Von,2020-10-30,2297mxrYLBAC4XkhXs39If,74,rap
Vatos Locos,"Jul, Morad",2020-06-19,2f1I5YmvtL2vFKWKH2HikM,46,rap
Life Is Good (feat. Drake),"Future, Drake",2020-01-10,5yY9lUy8nbvjM1Uyo1Uqoc,68,rap
Pa toda la vida (feat. Mozart La Para),"Don Patricio, Mozart La Para",2020-05-22,6DDb7XRNUzeHmSoTbw5nmm,40,rap
Time Flies,Drake,2020-05-01,5H4mXWKcicuLKDn4Jy0sK7,69,rap
I'm God,"Clams Casino, Imogen Heap",2020-04-24,0FVuyC9RP5MACjp4lgU3qZ,72,rap
Toosie Slide,Drake,2020-04-03,127QTOFJsJQp5LbJbu3A1y,65,rap
Hello (feat. A Boogie Wit da Hoodie),"Pop Smoke, A Boogie Wit da Hoodie",2020-07-20,2r6OAV3WsYtXuXjvJ1lIDi,68,rap
Hello (feat. A Boogie Wit da Hoodie),"Pop Smoke, A Boogie Wit da Hoodie",2020-07-20,2r6OAV3WsYtXuXjvJ1lIDi,68,rap
Not You Too (feat. Chris Brown),"Drake, Chris Brown",2020-05-01,3Q4gttWQ6hxqWOa3tHoTNi,72,rap
Bande organisée,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",2020-08-15,205HNJ73cgpC0LAOnuQiWT,61,rap
ILoveUIHateU,Playboi Carti,2020-12-25,1BpKJw4RZxaFB88NE5uxXf,71,rap
Come & Go (with Marshmello),"Juice WRLD, Marshmello",2020-07-10,2Y0wPrPQBrGhoLn14xRYCG,71,rap
Mera Woo,El Alfa,2020-05-15,56G4qyVFD4iN6Y0Fq0ehuN,49,rap
Blueberry Faygo,Lil Mosey,2020-02-06,22LAwLoDA5b4AaGSkg6bKW,68,rap
Blue World,Mac Miller,2020-01-17,2hwOoMtWPtTSSn6WHV7Vp5,69,rap
Got It On Me,Pop Smoke,2020-07-03,25zlnOAzbVoOzIeXSvQFf1,66,rap
A Correr Los Lakers - Remix,"El Alfa, Nicky Jam, Ozuna, Arcángel, Secreto ""El Famoso Biberon""",2020-07-03,7zqqvMV9DSe2zeXwwb9jJX,46,rap
Element,Pop Smoke,2020-02-07,57BGVV6wcyhbn3hsjlqEZB,67,rap
Bounce,Cazzu,2020-04-23,3EO0tGvdBCw6vdChaNvVlc,60,rap
Riot,XXXTENTACION,2020-06-01,4aOOExMBUyxKnEYb39SrTg,68,rap
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",2020-07-03,1H7KnK26kc1YyellpbINEn,65,rap
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",2020-10-02,3ruoIF2UnoXdzK8mR61ebq,71,rap
Italia,Jul,2020-06-19,11Mq1tJwmFOig3BXxjqcQr,56,rap
WHATS POPPIN,Jack Harlow,2020-03-13,1jaTQ3nqY3oAAYyCTbIvnM,69,rap
Cardigan,Don Toliver,2020-03-13,0Li1OuXXfi7950ilZUFGkF,71,rap
Gangstas,Pop Smoke,2020-07-03,1hg3RlqFZXJb5YgRoK9qmF,62,rap
Toosie Slide,Drake,2020-05-01,466cKvZn1j45IpxDdYZqdA,63,rap
Отечество казённое,Gio Pika,2020-05-08,0VVwnjaZ2zb34gEsvXymYq,62,rap
Good Days,SZA,2020-12-25,3YJJjQPAbDT7mGpX3WtQ9A,71,rap
Me Prefiere A Mi,"Cazzu, Myke Towers",2020-04-23,6b38njkY1j48fruqRqrm6d,50,rap
Party Girl,StaySolidRocky,2020-04-21,5RqR4ZCCKJDcBLIn4sih9l,65,rap
Martin & Gina,Polo G,2020-05-15,1VLtjHwRWOVJiE5Py7JxoQ,72,rap
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",2020-11-02,5NyS3oxTlos3Agl2YtZwrC,59,rap
FRANCHISE (feat. Young Thug & M.I.A.),"Travis Scott, Young Thug, M.I.A.",2020-09-25,4jVBIpuOiMj1crqd8LoCrJ,69,rap
Good News,Mac Miller,2020-01-17,1DWZUa5Mzf2BwzpHtgbHPY,66,rap
After Party,Don Toliver,2020-03-13,527k23H0A4Q0UJN3vGs0Da,69,rap
Yale,Ken Carson,2020-08-14,0HTIrbUwwFn984RzVZm5Fk,74,rap
Suicidal (feat. Juice WRLD) - Remix,"YNW Melly, Juice WRLD",2020-03-13,4S2uhQE8L9V6p7rj7SiauJ,68,rap
Imperfections (Interlude),Pop Smoke,2020-07-20,42er1na9BHF1ERol51wg8M,61,rap
J'picole,Sasso,2020-12-18,3DIYanBth8SOpko0IIB5CD,57,rap
Ce soir,Jul,2020-06-19,4oA8K4MEwuzdA7bG1FpG91,49,rap
Get Back,Pop Smoke,2020-02-07,3DWjFSDEQ9IWz1mj449fB7,62,rap
Vamp Anthem,Playboi Carti,2020-12-25,4CzhtKifG867Lu5DNQVBSA,67,rap
Pain 1993 (with Playboi Carti),"Drake, Playboi Carti",2020-05-01,6Kj17Afjo1OKJYpf5VzCeo,69,rap
Life Is Good (feat. Drake),"Future, Drake",2020-05-15,1K5KBOgreBi5fkEHvg5ap3,64,rap
Out Of Love (feat. Internet Money),"Lil Tecca, Internet Money",2020-09-18,0IJA9KP6rT55jrP1YpTdhx,65,rap
Chosen (feat. Ty Dolla $ign),"Blxst, Tyga, Ty Dolla $ign",2020-12-04,1dIWPXMX4kRHj6Dt2DStUQ,64,rap
Conversations,Juice WRLD,2020-07-10,4K06PO78fW4mnBVenxGNob,69,rap
POPSTAR (feat. Drake),"DJ Khaled, Drake",2020-07-17,6EDO9iiTtwNv6waLwa1UUq,62,rap
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,2020-02-14,30QR0ndUdiiMQMA9g1PGCm,72,rap
Broke In A Minute,Tory Lanez,2020-04-10,4xqIYGwwZTEem9U8A42SPF,69,rap
Blueberry Faygo,Lil Mosey,2020-02-07,6wJYhPfqk3KGhHRG76WzOh,65,rap
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-04-10,14wf185UxfNbSy8dwt4r4q,57,rap
my ex's best friend (with blackbear),"mgk, blackbear",2020-09-25,7kDUspsoYfLkWnZR7qwHZl,67,rap
GOOBA,6ix9ine,2020-09-04,2zvDnNLW4yZ4a0YcGiOEBX,62,rap
Meleğim,"Soolking, Dadju",2020-03-19,0BD9boQC7jUTWkAoib4Z0d,60,rap
Stay High,Juice WRLD,2020-07-10,21CkzgKCBCq5V4XKjiGSIj,69,rap
Go Crazy,"Chris Brown, Young Thug",2020-05-08,1IIKrJVP1C9N7iPtG6eOsK,68,rap
Excitement,"Trippie Redd, PARTYNEXTDOOR",2020-10-30,66w7lK0t98OPgvYjXp39IP,68,rap
Sorrows,Bryson Tiller,2020-10-02,5TXQCMKN6TgemTL3c4wRTn,72,rap
Surf,Mac Miller,2020-01-17,1kwnxJNVl7cwcU98RvMBaR,63,rap
Woods,Mac Miller,2020-01-17,3Qa944OTMZkg8DHjET8JQv,66,rap
Gatita Gangster,"Cazzu, Ñengo Flow",2020-10-29,1xbJZcVJjRvlDWG3TFgBIZ,53,rap
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",2020-05-01,6gxKUmycQX7uyMwJcweFjp,67,rap
Camelot,NLE Choppa,2020-08-07,44sYqNBttbXNxya33FJ3Dj,66,rap
Sum 2 Prove,Lil Baby,2020-02-28,5f4Hy5mw5SRaUgXX9c6P5S,67,rap
bloody valentine,mgk,2020-09-25,6mADjHs6FXdroPzEGW6KVJ,63,rap
Been Away,Brent Faiyaz,2020-02-07,5PvVkf1Yuq3XyMqqjPiKPd,71,rap
Médusa,Landy,2020-12-18,2hL0WVDLvlxZ60J4YyWvFW,59,rap
Over,Playboi Carti,2020-12-25,08dz3ygXyFur6bL7Au8u8J,66,rap
GREECE (feat. Drake),"DJ Khaled, Drake",2020-07-16,35RJhm1pEovTBwnNR0zWad,63,rap
People,Agust D,2020-05-22,6HDHaCnH2FCSdEwXrJfEVF,61,rap
Him & I,"G-Eazy, Halsey",2020-12-18,2lNdc3jjPV4aWEfKH0gvH2,61,rap
Righteous,Juice WRLD,2020-07-10,5dOxHHMOFAbG3VH23t0xNm,68,rap
Circles,Mac Miller,2020-01-17,4jXl6VtkFFKIt3ycUQc5LT,63,rap
Tyler Herro,Jack Harlow,2020-12-11,3w1WjD2zJqjBjDz5fwqQPJ,64,rap
forget me too (feat. Halsey),"mgk, Halsey",2020-09-25,1VSuFS7PahCN3SWbOcQ98m,63,rap
Whoopty,CJ,2020-08-20,5vGLcdRuSbUhD8ScwsGSdA,60,rap
Dybala,"Maes, Jul",2020-01-16,4Nfak8iMF4kQfQ6Pa8Z79m,58,rap
Burn It (feat. MAX),"Agust D, MAX",2020-05-22,2hX8rtWyNxYyaBT64H3LYU,61,rap
Knock Knock,SoFaygo,2020-01-10,6aHoPULNO7pSL2ZfUY0bU8,61,rap
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",2020-08-07,1Z0cZI0UzNbP9L8MzzGxqf,66,rap
Flex Up (feat. Future & Playboi Carti),"Lil Yachty, Future, Playboi Carti",2020-11-27,5Ryu0SlsYjKh78RkJUONFr,69,rap
Dancing in My Room,347aidan,2020-10-26,6Pgmqg15yVexuOgtzuxwoX,61,rap
Scarface,"El Alfa, Farruko, Play-N-Skillz",2020-11-12,0NMfbBpDkMp4WnAOnRFoiw,41,rap
Bima 9ada,"Moro, 3robi",2020-07-25,6XwB1wq7ibQrsEMn2YbTEQ,44,rap
Go Stupid,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",2020-05-15,4PklAHGXT5ityno3IA8SKd,68,rap
New Tank,Playboi Carti,2020-12-25,4txKMpsSfZRV6durPuHVq0,65,rap
Todo Va a Estar Bien (feat. Evan Craft),"Redimi2, Evan Craft",2020-08-20,2LevKkvCGnAI4zPTU9M86P,58,rap
Low Down,Lil Baby,2020-05-01,5m0yZ33oOy0yYBtdTXuxQe,67,rap
War (feat. Lil Tjay) - Bonus,"Pop Smoke, Lil Tjay",2020-02-07,2hYN1IVp5LGIsi5MpzcjVz,56,rap
Marbella,"Dopebwoy, 3robi, SRNO",2020-10-30,67Uas8KwdCQ7IQmtxTfgGp,52,rap
Fed Up,Ghostemane,2020-10-21,0BV0AYGLVlu2SdjN3J9twp,61,rap
Mannequin (feat. Lil Tjay),"Pop Smoke, Lil Tjay",2020-02-07,5eJpwQyirY5EEdNadHKRAM,58,rap
Piel Con Piel,La Santa Grifa,2020-04-17,3R0PgPUdZUtd6dGq6yRwc7,65,rap
Onna Come Up,Lil Eazzyy,2020-11-20,0e4A9Fak1nJ7RtBD8YpoEo,62,rap
Hand Me Downs,Mac Miller,2020-01-17,2Yv2mHzr5AQavVdwQjEokV,62,rap
Rockstar Made,Playboi Carti,2020-12-25,3cWmqvMwVQKDigWLSZ3w9h,64,rap
Stop Breathing,Playboi Carti,2020-12-25,2lLG56qpLP3UbcLuzMvkWX,65,rap
DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",2020-05-22,3nS9a01VvXHQriLqJYwRqG,67,rap
Amandote,Al2 El Aldeano,2020-06-12,6oMfsqeVUBnIXi3rGV3XPg,49,rap
Right Foot Creep,YoungBoy Never Broke Again,2020-09-11,6FiySur7YZL0Kff2YVGsEB,57,rap
Brouncha,Jul,2020-12-18,5Qpkgwxk9YKU5jbQsVoA7P,48,rap
21,Polo G,2020-05-15,3JKgcAa7r07ocVWcV8bS0H,66,rap
Dubai,Mesita,2020-01-10,0iZO13BcjGGBuJzQ8Fj9R8,47,rap
Smile (with The Weeknd),"Juice WRLD, The Weeknd",2020-07-10,6wQlQrTY5mVS8EGaFZVwVF,65,rap
White Tee (with NO1-NOAH),"Summer Walker, NO1-NOAH",2020-07-10,5m0eMnsWwzgGsUxe1mhFYR,61,rap
Smile (with The Weeknd),"Juice WRLD, The Weeknd",2020-07-10,6wQlQrTY5mVS8EGaFZVwVF,65,rap
White Tee (with NO1-NOAH),"Summer Walker, NO1-NOAH",2020-07-10,5m0eMnsWwzgGsUxe1mhFYR,61,rap
Wolves (feat. Post Malone),"Big Sean, Post Malone",2020-09-04,33gwZOGJWEZ7dRWPqPxBEZ,61,rap
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G",2020-07-10,0ada5XsQGLPUVbmTCkAP49,65,rap
Myron,Lil Uzi Vert,2020-03-13,56uXDJRCuoS7abX3SkzHKQ,64,rap
Shakira!,"1nonly, EGOVERT",2020-11-06,1zCQXSnLkfXq3TzMLr6pWf,60,rap
Skechers,DripReport,2020-01-12,2alc8VZAzDgdAsL2QMk3hu,61,rap
Enjoy Yourself (feat. Karol G),"Pop Smoke, KAROL G",2020-07-03,3NWrHCwvyII4fTx05PN3IO,57,rap
Miedo,Cazzu,2020-08-28,7acURarwO3OFjtUKzzQq1T,53,rap
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",2020-06-24,2MbdDtCv5LUVjYy9RuGTgC,61,rap
Such a Whore (Stellular Remix),JVLA,2020-06-03,6A25J9As7towpxovYryAWr,60,rap
Sousou,Jul,2020-03-26,3dyoo6UNb2VlMTISBqrDb1,48,rap
Homecoming,Lil Uzi Vert,2020-03-06,6vxU64pcIuQ38O015Zy4qj,68,rap
Punto Pa Mi,"Mesita, Duki",2020-03-27,6VXofgUf1JnLX90ScImXpH,45,rap
On That Time,Playboi Carti,2020-12-25,3dl8bSF08LQfCf4T6CCksf,63,rap
Sousou,Jul,2020-06-19,4zfih9sHVVJMb0f7LRoAz8,47,rap
Back Again (feat. Lil Durk),"King Von, Prince Dre, Lil Durk",2020-10-30,0rk2IHFiHFnO7t0jvAeHW9,66,rap
Something Special,Pop Smoke,2020-07-03,5kkaSMcf4BFlhRRICCKZb6,58,rap
Too Comfortable,Future,2020-05-15,0biVzpdI2z0vAxwfU9xuuA,66,rap
TOP FLOOR (feat. Travis Scott),"Gunna, Travis Scott",2020-05-22,4YhJ3a6kBPGJWX4Ek77sDd,61,rap
Estación los Alpes,"Buhodermia 夜, El Maese KDS",2020-09-18,5Kyh9MKS2E9SfgLQTHslwa,52,rap
Africain,Stormy,2020-06-07,4EGCiUo1uzML86FDbAzWYg,47,rap
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-11-02,04YutdH0j1INpsva3gOipt,52,rap
Moonlight,Agust D,2020-05-22,1NuwEuQH7vbDLA9eg5TvEg,56,rap
Spicy (feat. Post Malone),"Ty Dolla $ign, Post Malone",2020-10-23,5IUtvfNvOyVYZUa6AJFrnP,59,rap
White Tee (with NO1-NOAH),"Summer Walker, NO1-NOAH",2020-07-10,69q6stT0wxc3i2pGqBDZAT,58,rap
Si tu savais,"Anys, Stormy",2020-05-17,2XoeD3lix5eVNEa40ZFtHW,49,rap
LOYAL (feat. Drake),"PARTYNEXTDOOR, Drake",2020-03-26,2rFqkDRJlumT7QjljlldlR,60,rap
Savage,Megan Thee Stallion,2020-03-06,55CHeLEfn5iJ0IIkgaa4si,62,rap
A Un Passo Dalla Luna,"Rocco Hunt, Ana Mena",2020-07-03,3YNcQUeVOpM3SDmwBeGfMK,47,rap
De Vez en Cuando (Aparece),Nsqk,2020-01-31,08VP9HBayRpUC20OzFktik,55,rap
6.3,"Naps, Ninho",2020-02-28,3lTL4LdFKVF51lseI2nk5D,57,rap
"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)","Wiz Khalifa, Ty Dolla $ign, Lil Yachty, Sueco",2020-01-24,15eWNa3kpCPKILbSvvzSWl,57,rap
Flex (feat. Juice WRLD),"Polo G, Juice WRLD",2020-05-15,2QqJTIlGKRLJC3onkavYEz,65,rap
Shake The Room (feat. Quavo),"Pop Smoke, Quavo",2020-02-07,7rSnKi58HPIVC0FVyh04Q1,57,rap
Life's A Mess (feat. Halsey),"Juice WRLD, Halsey",2020-07-10,5wWAwzGp2OaaoIkwcz6wZs,64,rap
Bébé de Bogota,Moha La Squale,2020-06-28,32r2ZWspyGLajXWYuyBtr0,49,rap
Ride,King Von,2020-10-30,0c5qAIcNy3jNIxmZXllp4V,64,rap
Go2DaMoon (feat. Kanye West),"Playboi Carti, Kanye West",2020-12-25,0F13K9dwYH2zpTWiR8d628,60,rap
28 (feat. NiiHWA),"Agust D, NiiHWA",2020-05-22,3pGNUEIlaUlCU8mXxKInzw,56,rap
Protect The Land,System Of A Down,2020-11-06,11ajcVj3qSyyMPUpTJUP3y,55,rap
Paranoia (feat. Gunna & Young Thug),"Pop Smoke, Gunna, Young Thug",2020-07-20,3QqJ44HiM84iyZS0G2IKIP,57,rap
