,Unnamed: 0,artist,listeners,playcount,bio_content
178,178,suki waterhouse,1288469,35055256,"Alice Suki Waterhouse (born 5 January 1992) is an English actress, singer-songwriter and model. Waterhouse is best known for her role as Karen Sirko in the musical drama miniseries Daisy Jones & the Six. She released her debut album I Can't Let Go and the EP Milk Teeth in 2022.
Check her releases here: https://sukiwaterhouse.bandcamp.com/

Waterhouse was born in Hammersmith, London, and was raised in Chiswick, London, the daughter of Elizabeth, a cancer care nurse, and Norman Waterhouse, a plastic surgeon. She has a brother named Charlie, and two younger sisters, Madeleine, a model, and Imogen, a model and actress.

Waterhouse began a career in modelling at the age of 16, and she went on to model for several major fashion labels such as Burberry, Tommy Hilfiger, Laura Mercier and Ferragamo. Her first feature film as an actress was a minor role in Pusher, and she has since appeared in films such as Love, Rosie, The Divergent Series: Insurgent, The Bad Batch, Assassination Nation, and Detective Pikachu.

In September 2016, Waterhouse announced the launch of Pop & Suki, an accessories brand that she co-founded with her best friend Poppy Jamie and CEO Leo Seigal. Pop & Suki has since been featured in Vogue, Harper's Bazaar, W, and Elle. <a href=""https://www.last.fm/music/Suki+Waterhouse"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
179,179,sunni colón,165993,1391256," <a href=""https://www.last.fm/music/Sunni+Col%C3%B3n"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
180,180,leon bridges,846270,16269648,"Leon Bridges (born Todd Michael Bridges on July 13, 1989) is an American gospel and soul singer, songwriter and record producer from Fort Worth, Texas. 

Bridges began performing in and around Fort Worth, Texas and stirred up music industry interest with analog recordings, produced by Justin Block and Austin Jenkins of White Denim, which were uploaded to his SoundCloud page. Signed to major-label Columbia, his first singles -- including a rich ballad written about his mother -- appeared in February 2015 with a sound that evoked mid-to-late '60s soul. The following month, Bridges caught more attention with performances at SXSW, roughly 200 miles south of his home base. His debut album, Coming Home, was released in June 2015. <a href=""https://www.last.fm/music/Leon+Bridges"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
181,181,the marías,1563869,90456821,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. She was performing on the bill and he was managing the sound, something he had never done before. They began writing almost immediately after meeting and subsequently began dating. Soon they recruited close friends to join as band members: Edward James on keyboards, and guitarist Jesse Perlman.


Vocals/guitar – María Zardoya
Drums/vox/producer – Josh Conway
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
182,182,matt maeson,541594,10911623,"Matt Maeson is an American singer-songwriter from Chesapeake Bay, Virginia. Learning drums and guitar at a young age and eventually touring as part of his father's prison ministry. Melding bluesy indie folk and modern production, he began posting tracks on SoundCloud and eventually caught the ear of Atlantic affiliate Neon Gold Records, which signed him in 2016. Maeson embarked on his first headlining tour that summer, which was presented by Communion, the music organization founded by Mumford & Sons' Ben Lovett. Led by the singles ""Cringe"" and ""Grave Digger,"" his debut EP, Who Killed Matt Maeson?, was released in conjunction with Atlantic and Neon Gold in March 2017. The Hearse is Matt Maeson’s follow up to his previous EP, Who Killed Matt Maeson. Like its predecessor, the EP includes 6 tracks, without any features. On March 30th, 2018 Matt Maeson released “Hallucinogenics,” the first supporting single for the EP. <a href=""https://www.last.fm/music/Matt+Maeson"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
183,183,palace,529785,10526878,"There are at least four artists/bands called Palace.

1. Palace is an indie rock three-piece from London, United Kingdom. Line-up: Leo Wyndham, Matt Hodges and Rupert Turner. Their music has been compared to bands such as Grizzly Bear, Fleet Foxes and Bon Iver. They released three full-length albums thus far:  So Long Forever (2016), Life After (2019) and Shoals (2022).

2. Palace is one of the many monikers that has been used at one point or another by American singer and songwriter, Will Oldham (1970). From 1993 to 1997, Oldham performed and recorded in collaboration with dozens of other musicians under many different variations of Palace (Palace, Palace Flophouse, Palace Brothers, Palace Songs, Palace Music). From 1998 onwards he started calling himself Bonnie 'Prince' Billy. Oldham released just one record as Palace: 1995's The Mountain EP, although it is now listed on streaming platforms under Palace Music. Oldham says this EP, recorded in the winter time, features some of his darkest, most challenging songs.

3. Palace are an alternative blues/rock band from London combining laid back guitars with brooding vocals.

4. A Dutch heavy metal/rock band which released a 5-song cassette in 1989 or 1990.

5. Palace is a Swedish melodic rock band founded by lead singer and multi-instrumentalist Michael Palace. Heavily influenced by 80’s imagery and sounds, Palace delivers a massive melodic rock/AOR sound.  With layers of keyboards, Palace deliver a heavier sound than most in the genre, with guitars a dominating feature. Swirling keyboards, layers of guitars, and fast moving 80’s themed melodic hard rock is what is on offer on “Binary Music”. After the very warm reception of the debut album, ”Master Of The Universe”, Michael was very excited to get to work on the follow up and face the challenges that came with it. ”I wanted to make an album that will give the fans even more of what they enjoyed the last time around, all the while staying creative and not shying away from new musical ideas,” he says.  They released their second album, ""Binary Music"" on December 7, 2018. <a href=""https://www.last.fm/music/Palace"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
184,184,dodie,631070,20836080,"Dorothy Miranda ""Dodie"" Clark (she/they) (born 11 April 1995) is an English singer, songwriter, author and YouTuber, more commonly known by her mononymous stage name ""dodie"" (usually stylised in all lowercase) and YouTube handle, doddleoddle. 

Dodie began vlogging in 2007 with a friend of hers, but didn't start singing on YouTube until 2011 on a newly created channel, doddleoddle. As of September 2024, she has 190+ videos, ~2 million subscribers, and over 415 million views. And on her side channel (doddlevloggle), 190+ videos, ~870k subscribers, and over 98 million views. 

On 18 November 2016, Dodie self-released her first EP, Intertwined. Despite its unsigned status, the EP reached number 35 on the official UK album charts during its first week of release. Her lead single ""Sick of Losing Soulmates"" also reached #1 of the Spotify viral 50 charts in the UK.

Dodie's second EP, You, was released on 11 August 2017. In its opening week of release, the EP debuted at number 6 on the official UK Albums Chart—29 places higher than the peak of the Intertwined EP, thereby marking a new personal best for Dodie. It also debuted at number 55 on the US Billboard 200. 
On 2 November 2017, Dodie published her autobiographical book, Secrets for the Mad: Obsessions, Confessions and Life Lessons.

Dodie embarked on a North American tour to promote the You EP in 2018.

On 18 January 2019, Dodie released her third EP, Human.This EP peaked at number 5 on the UK Official Albums Chart, Dodie's highest charting album to date in her home country of the UK, and her third consecutive entry in the top 40. To promote the EP throughout 2019, Dodie embarked on the Human Tour, across the UK, Europe, and North America. In 2019, she contributed to MOOMINVALLEY (Official Soundtrack), with a song entitled ""Ready Now"".

On 19 October 2020, Dodie announced she would be releasing her first full-length studio album Build a Problem on 5 March 2021. On 8 February 2021, it was announced that the album was being delayed until 26 March 2021, due to complications from the COVID-19 pandemic and Brexit. She later made an announcement on 11 March that it was further delayed until 7 May 2021. 
The album received positive reviews from critics upon release, and debuted at number three on the UK Albums Chart, her highest charting position to date. The standard edition of Build a Problem consists of mostly unheard material, except for ""When"", ""Rainbow"", and ""Cool Girl"", all of which had previously released versions uploaded to her YouTube channel in 2016, 2018, and 2020, respectively. ""When (live)"" also appeared on her 2016 Intertwined EP. 
The deluxe edition of Build a Problem contains bonus tracks composed of song demos that were released on Dodie's YouTube channel during the COVID-19 pandemic. These were from two sessions called ALOSIA (A Lot of Songs in April/August). 

On May 26, 2021, Dodie made her American TV debut performing ""Hate Myself"" on Late Night with Seth Meyers. 

In 2022, Dodie embarked on the Build a Problem Tour across North America and Europe. 

On 29 July 2022, Dodie released ""Got Weird"", her first solo single since Build a Problem. On 2 September 2022, she released the follow-up single ""Hot Mess"", and the Hot Mess EP was released on 30 September 2022. 

On November 2022, Dodie announced that she would be playing 3 intimate shows in Australia with Hot Mess, An Intimate Tour Experience in February 2023.

On 10 January 2023, Dodie appeared on NPR's Tiny Desk Concert series, where she performed ""Hot Mess"", ""Special Girl"", ""When"", and ""Lonely Bones"". 

On 7 June 2023, Dodie announced that she was starting a supergroup called Fizz (stylised in all caps as FIZZ), with bandmates Greta Isaac, Martin Luke Brown and Orla Gartland. Their first single, ""High in Brighton"", was released on 14 June 2023. They released the album The Secret to Life on 27 October 2023. 
On 3 July 2024, the band announced a hiatus to focus on their solo careers and projects.

Later in 2023, Dodie was featured in ""Call Me Wild (feat. dodie)"", a song in collaboration with Cory Wong, on the album The Lucky One. <a href=""https://www.last.fm/music/dodie"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
185,185,reignwolf,245881,2891086,"Reignwolf is an American indie and blues rock trio from Seattle, Washington. It consists of the vocalist Jordan Cook, bassist Stacey James Kardash, and drummer Joseph Braley. They are known for their hit 2013 single ""Are You Satisfied?""

In late 2011, guitarist/vocalist Jordan Cook moved to Seattle, Washington, from Saskatoon, Saskatchewan, where he was introduced to David ""Stitch"" Rapaport and Joseph Braley from the band The Mothers Anger. Cook formed the band Reignwolf and invited Rapaport and Braley to join him.

In August 2013, after more than a full year of non-stop touring, the band released their first single, ""Are You Satisfied?"", the same day they performed at Lollapalooza. Later that year, they announced they had been selected as the direct support act on Black Sabbath's 2014 North American tour. Two more singles followed (""In the Dark"" and ""Lonely Sunday""), and Reignwolf was declared one of ""10 New Artists You Need to Know"" by Rolling Stone in January 2014.

The band played their final show of the year on New Year's Eve, December 31, 2014, at The Showbox in Seattle. In 2015, Reignwolf signed with Stardog Records under the Republic/UMG umbrella and went into the studio to write and record their debut album. During that time, they appeared in the episode ""What Would Phil Do?"" of Cameron Crowe's Showtime series Roadies.

Released on February 1, 2019, ""Black and Red"" was the first single from ""Hear Me Out"", which came out on March 1, 2019. On June 17, 2022, Reignwolf released the single ""The Woods"" with Rage Against the Machine drummer Brad Wilk.
. <a href=""https://www.last.fm/music/Reignwolf"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
186,186,grlwood,349570,5377560,"2 piece band of Kentucky fried queerdos, wailing at max capacity from Louisville, KY.
We call it SCREAM- POP.

est. August, 2017, GRLwood exploded onto Louisville's music scene, quickly earning them a cult-like following. <a href=""https://www.last.fm/music/GRLwood"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
187,187,léonie pernet,11905,66201,
188,188,still woozy,1056782,37224097,"Sven Eric Gamsky, known professionally as Still Woozy (born June 23, 1992), is an American singer and songwriter from Oakland, California. He is signed to to Interscope Records. Gamsky grew up in Moraga, California, in the San Francisco Bay Area. 

After he went viral with the R&B-inflected ""Goodie Bag"" in 2017, he continued to release one-off tracks until presenting the Lately EP in 2019. It included another streaming hit, ""Habit.""

Growing up in Moraga, California, Gamsky began playing the guitar in middle school and recording his own music when he was 13. While in high school, he played guitar and bass in the band Shoot the Roots, which also featured classmates Cole Leksan and Jack Morris. After graduating in 2010, Gamsky played in the indie rock band Feed Me Jack and gave guitar lessons while attending the University of California, Santa Cruz. As a music major, he studied classical guitar while minoring in electronic music. He completed his degree in 2015, and Feed Me Jack called it quits the following year.

Gamsky debuted his solo project, Still Woozy, with the warped and jazzy ""Vacation"" in April 2017, following it weeks later with ""Cooks,"" which proved to be a streaming breakthrough. Later the same year, the highly stylized soul of ""Goodie Bag"" became an even bigger online hit, amassing tens of millions of streams. He released periodic singles over the next year-and-a-half until landing a distribution deal with Interscope for his label Still Woozy Productions. They released the debut EP Lately EP in May 2019. It contained ""Habit,"" which became his biggest hit since ""Goodie Bag.""

Still Woozy returned with more original material in 2020, including ""Window"" and ""Cheesin',"" the latter a collaborative track for Republic Records with artists including Cautious Clay, Remi Wolf, and Claud. Back on his own, he kicked off 2021 with ""Rocky."" <a href=""https://www.last.fm/music/Still+Woozy"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
189,189,aaron taylor,193479,1523474,
190,190,khai dreams,565695,16722377,"khai dreams is an Oregon-based, 23-year-old half-Vietnamese singer and producer making infectious alternative-pop hits. They have written three albums: Nice Colors, Now and Then, and Absolute Heartbreak. Their songs commonly feature the struggles of growing up and love. They bring these complex and stressful topics into a much calmer place with their relaxed and upbeat style of music.

Her pronouns are She/They.

khai dreams socials:
https://twitter.com/khaidreams
https://soundcloud.com/khaidreams <a href=""https://www.last.fm/music/khai+dreams"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
191,191,johan papaconstantino,42327,388962,"Self-taught and multidisciplinary, Johan Papaconstantino is a global artist who shares his feelings and draws inspiration from music and painting. His music combines electronic influences with his Greek roots and the oriental music of his youth. <a href=""https://www.last.fm/music/JOHAN+PAPACONSTANTINO"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
192,192,fulminacci,35941,1579437,
193,193,franco126,30257,1094316,"Franco126, pseudonym of Federico Bertollini, is an Italian singer-songwriter and rapper born in Rome on 4 July 1992.
He's a member of the “126” (also known as “CXXVI” in Roman numerals) musical collective, hence the suffix he shares with other members. <a href=""https://www.last.fm/music/Franco126"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
194,194,surfistas del sistema,34278,484267,
195,195,xylø,276613,4058250,"XYLØ is the alias of American singer-songwriter Paige Duddy (born August 8, 1994) . From 2015 to 2018, XYLØ was a musical duo that consisted of Paige Duddy and her brother Chase. Since 2018, Paige has embarked on a solo career and has continued to release her new music under the XYLØ moniker.

Raised in a musical family, Paige fell in love with singing and writing her own lyrics at the influential age of 13. By the time she was 18, she had honed these skills and was collaborating with her older brother, Chase Duddy. In 2016, XYLØ released their debut EP, embarked on national tours, performed at countless festivals, accumulated millions of streams and earned a platinum plaque for their collaboration with The Chainsmokers on the song, “Setting Fires” (by The Chainsmokers featuring XYLØ). After the release of their successful single “I Still Wait For You” in 2017, XYLØ evolved into a whole new musical artist. Having grown up behind the mic, Paige found her own powerful voice; one that currently resonates worldwide - both sonically and lyrically. She and her brother mutually parted ways, allowing her to shine and him to pursue his own endeavors. 

2018 is a new chapter for XYLØ and an emergence for Paige as a solo artist. “I’ve spent the last 9 months discovering myself as a young woman and as a singer/musician - with all the ups and downs that brings. The new music is about what I’ve gone through during this time, from living on my own for the first time, to facing the changing relationships in my life.""

Four EPs named pretty sad (2019), yes & no (2019), The Ganglands of My Heart (2020) and OUTSIDERS CLUB (2020) self-released by XYLØ under Pretty Records. The title track from ""yes & no"" is her most successful single on Spotify as an independent artist to date, with almost 15 million streams. <a href=""https://www.last.fm/music/XYL%C3%98"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
196,196,willow,1815874,59576169,"There are at least six artists with this name:
1. Willow Smith, an American pop singer
2. An American instrumental group
3. A Belgian indie rock band
4. An American singer/songwriter
5. A Dutch rock band
6. An American math rock band
7. Sophie Wilson, a UK-based producer.
8. German hard rock band, 1990s.

1. Willow Camille Reign Smith (born October 31, 2000 in Los Angeles, United States) is an American child actress and singer who is the daughter of Will Smith and Jada Pinkett Smith. She made her acting debut in 2007 in the film I Am Legend, and was most successful in the film Kit Kittredge: An American Girl where she won the Young artist award for Best Performance in a Feature Film. Apart from her acting she launched a music career in the fall of 2010 with the release of her debut single “Whip My Hair” and signing to Jay-Z’s record label Roc Nation. Willow has released 4 studio albums; her debut, ARDIPITHECUS released in 2015, The 1st released in 2017, WILLOW released in 2019 and lately I feel EVERYTHING released in 2021. She is also part of THE ANXIETY, a collaborative project with Tyler Cole. The projects debut album, THE ANXIETY, was released in 2020.

2. Willow was a four piece instrumental group from Newnan, GA.
Kyle Coleman-Drums/Fast Driving, Matt McClellan-Bass/Keys/Jingle Bells, Tanner Merritt-Guitar/Funny Faces & Rob Sepanski-Mandolin/Violin/Noise 

3. Willow is a young Belgian indie rock band that started in 2007. They create solid, semi-danceable, catchy popsongs with hints of new wave. In their short existence Willow won several rockcontests, with most notably Rockvonk 2009. In 2010 they became 3rd in Humo’s Rock Rally and won the KBC public’s choice award. They are known for their energetic live performance and their refreshing take on music history while still being capable of maintaining their own sound.

4. Willow is a self-taught singer/songwriter, who, in 1992 put down her Bible and picked up a pawn shop guitar. Three chords later, the songs came flowing out. Judging from the fact that she had no subsequent musical experience, one could say she’s a bit of a preternatural chanteuse. Like post-Christian rocker contemporaries, Alice Cooper and Marilyn Manson, Willow’s papa is a preacher man and prior to her fateful leap, she was an enrollee at Multnomah School of the Bible in Portland Oregon. The result of her departure from conservative religion…her musical renderings are of an evolution of a spiritual nature - an earthly, poetic dance in the dark. For those familiar with the fire and brimstone of artist Nick Cave, Willow may be the polar sweet angel of darkness, redemption and desire.

5. Willow was a rock-band from The Hague, The Netherlands. The band was formed by Marlein Heskes-Duarte and Rui Duarte. They’ve had multiple guitar players in the 6 years they made music. The music also changed everytime a new guitar player entered the band. Started out as an alternative rock band, they soon changed their sound to a more punk-rock sound, and in the last year added a nu-metal vibe to their sound.
Willow had some succes in their hometown and surroundings, having played more than a 100 shows, including the Paard van Troje, Plein Open festival, HOT festival and recorded a videoclip in the local tv-studio “TV West” for the song Spinning Around.
The Duarte’s have recently started a new band called Man-Made Madness, which also includes ex-Willow guitar-player Jordy Licht.

6. Willow is a math rock trio from Providence, Rhode Island, United States. Their debut EP, ""Roanoke"" was issued in 2012.

7. Sophie Wilson AKA Willow first made her introduction in 2014 when her debut Feel Me caused a stir when ambient techno veteran Move D included it on his Fabric 74 mix. A year later, the song finally received a proper release on Workshop's compilation EP Workshop 21 – the sub-heavy house tune with an earworm R&B vocal was a highlight on the LP which was number 6 in Resident Advisor tracks of 2015.
 
Rewind two years to the start of an on-going residency in Nottingham for 808, the chance to play alongside Anton Zap, Fred P, Tama Sumo and of course Move D, have shaped and crafted her tastes and DJ style which ranges from house to techno and all that falls in-between.

8. German hard rock band, 1990s. Frank Tauscher - vocals Stefan Iburg - guitar Matthias Franke - guitar/keyboards Jens Beckmann - bass Ralf Striewski - drums. <a href=""https://www.last.fm/music/Willow"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
197,197,sous-sol,44044,748745,"Robbie Martinez, known profesionally as Sous-Sol, is a Mexican singer and songwriter. Born in Chihuahua, Robbie released his first EP “Mucho Gusto” in 2018, adquiring a significant recognizement in the mexican folklore scene. Right after in 2019, he released “Mi Berrinche”, being his first studio album. <a href=""https://www.last.fm/music/SOUs-sOL"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
198,198,this new light,14489,57750,"This New Light is an Australian indie-folk music project of musician Samuel Ayling based on the Sunshine Coast. <a href=""https://www.last.fm/music/This+New+Light"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
199,199,beirut,1620240,88743636,"Beirut is an American indie-rock and world music band which was originally the solo musical project of  Zach Condon (born Zachary Francis Condon in Santa Fe, New Mexico) and later expanded into a band. The band's first performances were in New York, in May 2006, to support the release of their debut album, Gulag Orkestar.

Condon recorded before Beirut was established: when he was fifteen and under the name of Realpeople, he made an electronic record, fashioned after his love for The Magnetic Fields. Condon was a straight-A student until he dropped out at the age of 17 to travel Europe with his cousin in a drunken haze, cavorting and partying with the locals wherever he ended up. It was during one of these evenings that he was first exposed to Balkan music (notably including the Boban Marković Orkestar and Goran Bregović), blasting from the upstairs apartment. Condon ended up with the Serbian artists all night, going through albums country by country, note for note. 

The first album under the Beirut moniker, Gulag Orkestar (2006), was the direct result of what he learned that night. While it may sound like an entire Balkan orchestra playing modern songs as mournful ballads and upbeat marches, the album was performed and recorded almost entirely by Condon alone. He did so on Pro Tools while skipping school in Albuquerque and at Sea Side Studios in Park Slope, Brooklyn. Jeremy Barnes added percussion and some violin overlays.

After recording, Condon formed a full band which at times varies in the number of members, from six to ten. Live he is accompanied by Perrin Cloutier (cello/accordion), Jason Poranski (guitar/mandolin/ukulele), Nick Petree (drums), Kristin Ferebee (violin), Paul Collins (organ/keys/tambourine/ukulele), Jon Natchez (baritone sax/mandolin/glockenspiel), and Kelly Pratt (trumpet/euphonium).

In November 2006 Condon was ""briefly hospitalized for extreme exhaustion"", the band's website said, and as a consequence the band cancelled the rest of the tour. They resumed performing in March 2007 and released their second album, The Flying Club Cup the same year on October 9th. Parts of the album were performed and recorded by Condon in his bedroom again, but others were recorded with the live band, which resulted in a more organic, live sound. While writing, Condon said he was inspired by French music, like Jacques Brel (whose song Le Moribond he covered on his Elephant Gun EP), and he moved to Paris for a while. During the extensive tour in support of The Flying Club Cup, Condon and the band more or less fell apart from exhaustion once again and disappeared from the radar in April 2008. 

Condon took a long break and returned in 2009 with a double EP, March of the Zapotec & Realpeople: Holland. The first was partly recorded in Mexico with the Mexican Band Jimenez and had a more South-American flavour to it than Condon's previous efforts. The second EP 'Holland' was credited to Condon's old name Realpeople and consisted of five electrotracks, once more in the vein of The Magnetic Fields.

The band's album ""The Rip Tide"" was released in 2011.

Albums
    * Gulag Orkestar (May 9, 2006)
    * The Flying Club Cup (October 9, 2007)
    * The Rip Tide (August 2, 2011)
    * No No No (September 11, 2015)
    * Gallipoli (February 1, 2019)
    * Artifacts (January 28, 2022)

 EPs
    * Lon Gisland EP (January 30, 2007)
    * Pompeii (February 28, 2007)
    * Elephant Gun (June 25, 2007)
    * March of the Zapotec & Realpeople: Holland (February 17, 2009)  
    * East Harlem (June 7, 2011)  
    * The Berlin-Albuquerque Sessions (November 22, 2022)

Official website: www.beirutband.com <a href=""https://www.last.fm/music/Beirut"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
200,200,toro y moi,1147494,45522372,"Toro y Moi is a solo project of Columbia, South Carolina native and resident, Chaz Bear (f.k.a. Chaz Bundick). In 2009, Bear earned a BFA in Graphic Design from The University of South Carolina.  

Chaz Bear's methods are constantly evolving. While heavily influenced by his parent's vinyl and tape collection, his contemporary influences are Animal Collective, Sonic Youth, J Dilla, and Daft Punk.  

Toro y Moi started in 2007 as a bedroom project that quickly grew into live performance. The music is associated with the chillwave movement but the sound is influenced by freak folk, R&B, and French House.

Toro y Moi is signed to Carpark Records. The first full-length album, Causers of This, was released in January 2010.

Toro y Moi's second album Underneath the Pine was released in February 2011.

His EP titled Freaking Out was released in September of 2011.

A compilation of songs titled June 2009 was released in April of 2012.

His album ""Anything In Return"" was released on January 16, 2013.

His fourth album ""What For?"" was released on April 6 2015.

His fifth album ""Boo Boo"" was released on July 7, 2017.

2019 followed and with it, ""Outer Peace""  on January 18th- an infusion of French House and indietronica, with ""Soul Trash"" following on 29th October, containing unfinished and unreleased recordings dating back to 2015.

The next year saw Toro's biggest hit to date, Grammy-nominated collaboration with Flume  ""The Difference"", as well as remixes for Caroline Polachek and HAIM.

Toro's sixth album  ""Mahal"" was released on 29 April 2022, and in August 2023 he released a 5-track EP titled  ""Sandhills"". <a href=""https://www.last.fm/music/Toro+y+Moi"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
201,201,léon,382876,7359988,"LÉON is the stage name of Lotta Lindgren, a Swedish singer-songwriter from Stockholm, Sweden. Lotta’s parents come from a musical background - her mother is a seasoned cellist in the symphony and her father is the conductor/composer. With a background like this, her own transition into music was inevitable.

For the past year, LÉON and Swedish producer, Agrin Rahmani, have been developing a strong body of work, the first taste of which we heard on ""Tired Of Talking"", her debut single. In 2018. In the buildup toward her debut album, LÉON scored another hit with it's rousing single, ""You and I"" the album, simply titled LÉON, appeared in March 2019, followed by tours of Europe and North America.

In October 2020, she returned with her sophomore album, ""Apart"". Recorded in Stockholm with longtime collaborator Martin Stilling, the album found LÉON continuing to build on her mellow, melodic pop sound. ""Circles"", her third full-length album, arrived in March 2022. Inluded on the album were the previously released singles, ""Dancer, ""Soaked, and ""Wishful Thinking"". <a href=""https://www.last.fm/music/+noredirect/L%C3%A9on"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
202,202,el zar,59670,1021620,"Directly from Buenos Aires comes a band that has collaborated with some members of Bandalos Chinos and recently opened for Odisseo at his show at the Teatro Metropólitan. We are talking about El Zar, a group formed by Facundo Castaño and Pablo Giménez who since 2014 have achieved notoriety in their native Argentina and have embarked on a journey in which they seek to reach more countries in Latin America.

The sound of this duo is characterised by mixing the analogue with the electronic. Throughout their short but promising career they have released the LP Círculos and A los amigos. More tracks will be released soon.

This pair of musicians consider their music to be pop rock, although they don't really like to pigeonhole themselves into a single genre, as they consider that each listener has their own experience listening to them. In addition, their music is inspired by other figures from their native country and the occasional international one. <a href=""https://www.last.fm/music/El+Zar"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
203,203,demob happy,130620,1520277,"Demob Happy are a british band, based in Brighton, whose self-recorded and produced debut E.P. 'You Shook The Soul' was released in May 2011. 

Demob Happy recently headlined the second largest stage at the Secret Garden Party Festival 2011 in July, after winning a national competition set by the Unsigned Band Review website. 
The band played with stage organizer James Brennam's personal recommendation, who upgraded the band to a headline slot after they won, choosing the band as his favorite from the contestants. 


Band Members: 

Adam Godfrey- Guitar/Vocals 
Matthew Marcantonio - Vocals/Bass 
Tom Armstrong – Drums/Vocals 
Mathew Renforth – Guitar/Vocals

 <a href=""https://www.last.fm/music/Demob+Happy"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
204,204,dark polo gang,41014,2498134,"Dark Polo Gang has been an Italian Trap gang from Rome, they can now be considered a creative collective. Members are: Wayne Santana, Dark Pyrex, and Tony Effe. Main beatmaker is Sick Luke. <a href=""https://www.last.fm/music/Dark+Polo+Gang"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
205,205,set it off,611534,26284918,"Set It Off is an American rock/pop punk band, formed in 2008 in Tampa, Florida. The band consists of Cody Carson (lead vocals, guitar), Zach Dewall (guitar, bass, vocals) and Maxx Danziger (drums), initially gaining a large audience through vocalist Cody Carson's YouTube Channel. In later years, the band gained more traction from their popular song titled 'Wolf in Sheep's Clothing' from Duality, as it gained significant popularity on various social media platforms, featuring in many fandoms including Undertale and Gachaverse.

Set It Off has experimented with a variety of genres, beginning with pop-punk in their early years and then adding R&B elements within their album Duality, in 2014. Carson has stated online that the band was influenced by Fall Out Boy, Panic! At The Disco, Green Day and Blink-182 in the earliest years of the band. Set It Off introduced more influences; including hip-hop and emo within 2019's Midnight. However, in 2023, the band returned to their pop-punk roots, releasing singles including 'Punching Bag,' 'Win Win,' 'Evil People' and 'Fake Ass Friends'.

The band have released five studio albums including Cinematics (2012), Duality (2014), Upside Down (2016), Midnight (2019) and Elsewhere (2022). They have also appeared in 'Punk Goes' through various covers including 'This Christmas (I'll Burn It to the Ground)' and 'Problem'. <a href=""https://www.last.fm/music/Set+It+Off"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
