age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
31,no,,556.2566609977324,research_&_development,7,4,life_sciences,1,270,4.0,male,,3,2,laboratory_technician,4,divorced,4492.84,11681.39,3,y,no,22,4,4,part_time,1,,3,2,7,,1,7,4492.84,1992,53914,laboratory_technician_____research_&_development,,no
31,no,travel_rarely,456.4444444444444,,8,4,,1,271,3.0,female,,3,2,manufacturing_director,4,single,3686.67,9585.33,1,y,no,23,4,4,part_time,0,11,2,3,11,,1,8,3686.67,1992,44240,,,no
51,no,,561.3730158730159,,21,4,marketing,1,272,3.0,male,,3,2,sales_executive,4,,4534.17,11788.83,0,y,,22,4,4,,0,11,2,1,10,,1,0,4534.17,1972,,,,yes
34,yes,travel_frequently,626.6825396825396,,7,3,,1,273,1.0,male,,1,2,laboratory_technician,3,,5061.67,13160.33,1,,yes,24,4,4,full_time,0,9,3,,9,,0,6,5061.67,1989,60740,,,yes
36,no,,1032.4872861766066,,11,2,technical_degree,1,274,2.0,female,129.06091077207583,3,3,sales_executive,4,,8339.32,21682.23,0,y,no,14,3,3,part_time,1,10,6,3,9,,2,8,8339.32,1987,100072,,,no
30,no,travel_frequently,290.03550973654063,,23,3,,1,275,1.0,male,36.25443871706758,1,1,research_scientist,3,divorced,2342.59,6090.75,1,,no,25,4,3,part_time,3,,2,2,10,,0,9,2342.59,1993,28111,,,no
33,no,non_travel,634.1111111111111,,12,2,,1,276,,male,79.26388888888889,3,2,sales_executive,2,married,,13316.33,0,,,13,3,1,full_time,1,,2,4,7,7,0,7,,1990,61460,,,yes
31,yes,,636.7936507936508,,6,4,life_sciences,1,277,2.0,male,,1,2,sales_executive,3,married,5143.33,13372.67,4,y,,18,3,2,full_time,0,,3,2,7,,7,7,5143.33,1992,61720,,,no
41,no,travel_rarely,1032.4872861766066,,23,1,,1,278,3.0,male,129.06091077207583,3,3,sales_executive,3,divorced,8339.32,21682.23,3,,yes,13,3,3,part_time,1,,2,3,9,,0,7,8339.32,1982,100072,,,no
26,no,travel_rarely,290.03550973654063,,25,1,,1,279,3.0,female,,3,1,human_resources,3,,2342.59,6090.75,1,y,,23,4,4,,1,8,3,3,8,,5,7,2342.59,1997,,,,yes
32,no,,481.6190476190477,,9,2,,1,280,4.0,male,,1,2,sales_executive,4,divorced,,10114.0,0,y,no,17,3,4,part_time,3,,2,4,8,,0,7,,1991,46680,,,yes
40,no,travel_frequently,578.2936507936508,,26,3,,1,281,2.0,female,72.28670634920636,3,2,research_scientist,2,divorced,4670.83,12144.17,1,y,no,11,3,1,full_time,1,20,2,3,20,,2,13,4670.83,1983,56050,,,no
53,no,travel_rarely,556.2566609977324,sales,6,2,marketing,1,282,2.0,male,69.53208262471655,3,2,sales_representative,3,,4492.84,11681.39,2,y,yes,20,4,4,part_time,1,13,3,1,7,,4,5,4492.84,1970,53914,sales_representative_____sales,,yes
29,no,non_travel,445.6111111111112,research_&_development,1,1,technical_degree,1,283,4.0,male,,3,2,manufacturing_director,3,married,3599.17,9357.83,1,y,,13,3,1,part_time,1,10,1,3,10,,0,9,3599.17,1994,43190,manufacturing_director_____research_&_development,,no
36,no,travel_frequently,290.03550973654063,research_&_development,3,2,,1,284,4.0,male,,3,1,laboratory_technician,2,,,6090.75,4,y,no,12,,3,part_time,0,13,3,2,8,,7,2,,1987,28111,laboratory_technician_____research_&_development,,yes
33,no,travel_rarely,290.03550973654063,research_&_development,14,3,,1,285,4.0,female,,3,1,research_scientist,2,,2342.59,6090.75,1,y,,13,3,4,part_time,1,8,5,3,8,,1,6,2342.59,1990,28111,research_scientist_____research_&_development,,yes
51,no,travel_rarely,1582.7713464696226,,3,3,,1,286,4.0,female,,3,4,healthcare_representative,2,single,,33238.2,3,,,18,3,3,full_time,0,,6,3,7,,1,0,,1972,153407,,,no
27,no,travel_rarely,290.03550973654063,,9,3,medical,1,287,4.0,female,36.25443871706758,3,1,research_scientist,2,single,2342.59,6090.75,1,,no,16,3,4,part_time,0,,2,2,7,,0,3,2342.59,1996,28111,,,no
37,no,,367.7142857142857,,21,3,life_sciences,1,288,2.0,male,45.96428571428572,4,1,research_scientist,1,,2970.0,7722.0,1,y,yes,12,3,1,full_time,1,,3,2,8,,1,7,2970.0,1986,35640,,,yes
38,no,,645.9761904761905,,29,3,,1,289,4.0,male,,3,2,manufacturing_director,4,married,5217.5,13565.5,3,y,no,18,3,1,full_time,1,9,3,1,7,,1,7,5217.5,1985,62610,,,yes
49,no,non_travel,702.0,,18,4,,1,290,4.0,male,,3,2,manufacturing_director,4,divorced,5670.0,14742.0,1,,yes,15,3,1,full_time,2,7,0,3,7,,1,7,5670.0,1974,68040,,,no
27,no,,556.2566609977324,,20,3,life_sciences,1,291,4.0,female,69.53208262471655,3,2,sales_executive,3,single,4492.84,11681.39,1,,,14,3,4,part_time,0,7,2,3,7,,0,7,4492.84,1996,53914,,,no
45,no,,1032.4872861766066,sales,6,3,medical,1,292,4.0,female,129.06091077207583,2,3,sales_executive,4,single,8339.32,21682.23,6,y,,12,3,4,part_time,0,23,2,3,19,,12,8,8339.32,1978,100072,sales_executive_____sales,,yes
35,no,,1032.4872861766066,,1,3,,1,293,3.0,female,,3,3,sales_executive,3,single,,21682.23,1,y,no,14,3,1,part_time,0,10,3,4,10,,0,8,,1988,100072,,,yes
33,yes,travel_rarely,290.03550973654063,,2,2,,1,294,1.0,female,,3,1,laboratory_technician,1,,,6090.75,7,,no,20,,1,part_time,0,13,3,4,9,,1,7,,1990,28111,,,yes
52,no,,1973.9841269841268,,2,4,life_sciences,1,295,1.0,male,,2,5,manager,3,,15943.72,41453.67,1,,yes,18,3,4,full_time,0,33,2,4,33,,15,12,15943.72,1971,191325,,,yes
40,no,,2005.301587301588,research_&_development,2,2,medical,1,296,1.0,male,,3,5,research_director,3,,16196.67,42111.33,0,,no,19,3,4,full_time,1,,5,3,21,,3,9,16196.67,1983,194360,research_director_____research_&_development,,yes
38,no,non_travel,556.2566609977324,sales,2,2,life_sciences,1,297,4.0,male,69.53208262471655,2,2,sales_executive,4,,4492.84,11681.39,3,,no,18,3,4,part_time,1,13,0,3,8,,7,5,4492.84,1985,53914,sales_executive_____sales,,yes
46,no,,1582.7713464696226,,27,3,,1,298,,female,197.8464183087028,1,4,manager,2,married,12783.92,33238.2,3,,yes,12,3,2,full_time,1,28,2,2,7,,7,7,12783.92,1977,153407,,,no
45,no,travel_rarely,1582.7713464696226,,20,2,medical,1,299,3.0,male,,3,4,healthcare_representative,4,married,12783.92,33238.2,0,y,yes,14,3,2,,0,21,2,3,20,,4,10,12783.92,1978,153407,,,yes
47,yes,non_travel,1032.4872861766066,,10,4,life_sciences,1,300,1.0,male,,3,3,manager,2,married,8339.32,21682.23,1,,,12,3,4,,1,,2,2,10,,9,9,8339.32,1976,,,,yes
35,no,,1032.4872861766066,,22,3,life_sciences,1,301,2.0,female,,4,3,manager,2,divorced,,21682.23,7,y,,18,,2,part_time,1,10,6,2,7,,6,2,,1988,100072,,,no
29,no,travel_frequently,556.2566609977324,,2,2,,1,302,2.0,male,,3,2,sales_executive,4,single,4492.84,11681.39,1,y,,18,3,1,part_time,0,,3,,10,,0,9,4492.84,1994,53914,,,yes
55,no,travel_rarely,556.2566609977324,research_&_development,20,2,technical_degree,1,303,2.0,male,,3,2,laboratory_technician,4,married,,11681.39,3,y,,19,,4,part_time,1,12,4,3,10,,0,8,,1968,53914,laboratory_technician_____research_&_development,,yes
26,yes,travel_rarely,601.3015873015873,,45,4,,1,304,4.0,male,,2,2,sales_executive,4,single,4856.67,12627.33,1,,,12,3,2,,0,,0,,8,,7,4,4856.67,1997,,,,yes
31,no,travel_rarely,556.2566609977324,,7,3,technical_degree,1,305,2.0,male,,4,2,sales_executive,4,,4492.84,11681.39,4,,,11,3,2,part_time,1,10,3,2,8,,7,7,4492.84,1992,53914,,,yes
43,no,travel_frequently,253.2936507936508,,10,4,life_sciences,1,306,3.0,female,31.66170634920635,3,1,laboratory_technician,4,,,5319.17,0,y,no,19,3,1,part_time,0,,5,3,8,,1,7,,1980,24550,,,yes
31,no,travel_rarely,556.2566609977324,,13,3,marketing,1,307,4.0,male,,3,2,sales_executive,4,,,11681.39,4,y,,12,3,4,part_time,3,13,3,3,7,,1,7,,1992,53914,,,yes
32,no,,521.547619047619,,2,4,medical,1,308,1.0,female,65.19345238095238,4,2,research_scientist,4,single,,10952.5,7,y,,16,3,3,part_time,0,,0,2,7,,0,7,,1991,50550,,,yes
33,no,,483.0634920634921,,10,3,,1,309,2.0,male,,2,2,sales_executive,4,,3901.67,10144.33,3,,no,14,3,3,,0,,6,2,7,,0,1,3901.67,1990,,,,no
43,no,travel_frequently,542.3888888888889,research_&_development,10,4,life_sciences,1,310,3.0,female,,2,2,laboratory_technician,3,divorced,,11390.17,1,y,no,11,,2,part_time,1,9,3,4,9,,0,0,,1980,52570,laboratory_technician_____research_&_development,,no
29,yes,travel_rarely,218.62698412698413,,8,4,,1,311,2.0,male,,1,1,laboratory_technician,1,,1765.83,4591.17,1,y,,11,3,4,,0,7,4,2,7,,0,7,1765.83,1994,,,,no
27,no,,556.2566609977324,sales,8,4,,1,312,2.0,female,,3,2,sales_executive,2,,4492.84,11681.39,1,y,no,18,3,1,part_time,1,8,3,3,8,,0,7,4492.84,1996,53914,sales_executive_____sales,,no
29,no,travel_rarely,556.2566609977324,,10,1,,1,313,4.0,female,,2,2,sales_executive,2,divorced,4492.84,11681.39,1,y,yes,14,3,1,part_time,2,7,2,3,7,,1,7,4492.84,1994,53914,,,no
37,no,,616.3650793650794,,6,3,medical,1,314,3.0,male,,4,2,research_scientist,1,divorced,4978.33,12943.67,4,,,13,3,1,full_time,2,13,2,3,7,,6,7,4978.33,1986,59740,,,no
26,no,travel_rarely,556.2566609977324,,1,3,,1,315,3.0,male,69.53208262471655,3,2,sales_executive,3,,4492.84,11681.39,1,y,,17,3,2,part_time,1,,3,3,8,,7,7,4492.84,1997,53914,,,yes
40,no,travel_rarely,290.03550973654063,,10,4,life_sciences,1,316,4.0,female,,4,1,laboratory_technician,3,married,2342.59,6090.75,3,y,yes,13,3,3,,1,,3,3,7,,1,7,2342.59,1983,,,,yes
41,yes,,556.2566609977324,,4,3,,1,317,1.0,male,,3,2,sales_executive,2,,4492.84,11681.39,1,,no,18,3,3,part_time,0,8,5,3,8,,7,7,4492.84,1982,53914,,,no
51,no,travel_rarely,556.2566609977324,,14,2,,1,318,3.0,female,,3,2,sales_executive,4,,4492.84,11681.39,4,,no,11,3,3,,1,18,2,2,7,,0,7,4492.84,1972,,,,yes
37,no,,313.031746031746,,14,3,,1,319,4.0,female,,3,1,laboratory_technician,1,,,6573.67,1,,no,12,3,3,full_time,1,,2,2,18,,12,17,,1986,30340,,,no
56,no,,1363.142857142857,,6,3,life_sciences,1,320,3.0,female,,4,4,sales_executive,1,married,11010.0,28626.0,9,y,no,11,3,4,,3,36,0,2,7,,7,7,11010.0,1967,,,,yes
41,no,travel_rarely,865.8412698412699,sales,1,3,marketing,1,321,2.0,male,,4,3,sales_executive,1,married,,18182.67,1,,,16,3,3,part_time,1,10,2,3,10,,0,7,,1982,83920,sales_executive_____sales,,yes
46,no,,556.2566609977324,,18,3,medical,1,322,3.0,female,,3,2,manufacturing_director,3,,4492.84,11681.39,2,y,no,14,3,3,part_time,1,19,5,2,10,,0,8,4492.84,1977,53914,,,no
30,no,non_travel,290.03550973654063,,2,3,,1,323,3.0,female,,3,1,laboratory_technician,4,single,,6090.75,0,y,,14,3,3,part_time,0,12,2,2,11,,6,7,,1993,28111,,,no
35,no,travel_rarely,1032.4872861766066,,16,3,life_sciences,1,324,4.0,male,129.06091077207583,3,3,healthcare_representative,3,,8339.32,21682.23,4,,yes,12,3,3,part_time,0,10,2,3,8,,0,0,8339.32,1988,100072,,,no
48,no,travel_rarely,417.9603174603175,,2,5,,1,325,2.0,female,52.24503968253968,3,2,sales_executive,4,married,3375.83,8777.17,2,,no,14,3,1,part_time,1,14,2,3,9,,6,7,3375.83,1975,40510,,,yes
45,no,travel_rarely,495.75396825396825,,2,3,other,1,326,4.0,male,,3,2,sales_executive,2,,4004.17,10410.83,0,,no,19,3,2,part_time,1,,3,4,8,,3,7,4004.17,1978,48050,,,yes
26,yes,travel_frequently,282.8015873015873,,17,4,life_sciences,1,327,2.0,female,,3,1,human_resources,3,,2284.17,5938.83,0,y,yes,11,3,2,,1,8,2,,7,,1,0,2284.17,1997,,,,yes
41,no,,556.2566609977324,,2,4,other,1,328,1.0,female,,2,2,healthcare_representative,3,single,,11681.39,2,y,yes,17,3,1,part_time,0,10,3,3,8,,0,7,,1982,53914,,,yes
34,no,,550.6428571428571,,21,4,,1,329,4.0,male,,4,2,sales_executive,4,single,,11563.5,1,,,12,3,4,part_time,0,10,3,3,10,,5,7,,1989,53370,,,yes
31,no,travel_rarely,556.2566609977324,,6,4,medical,1,330,1.0,male,69.53208262471655,4,2,sales_executive,4,divorced,,11681.39,4,y,no,22,4,4,part_time,2,13,4,4,7,,5,7,,1992,53914,,,yes
43,no,travel_frequently,556.2566609977324,,9,5,,1,331,4.0,male,,3,2,laboratory_technician,3,divorced,,11681.39,3,y,,13,3,2,part_time,1,10,3,3,8,,4,7,,1980,53914,,,no
53,no,,556.2566609977324,sales,1,1,,1,332,4.0,female,,3,2,sales_executive,1,single,,11681.39,7,y,,20,4,4,part_time,0,18,2,4,14,,8,10,,1970,53914,sales_executive_____sales,,no
37,no,travel_rarely,973.3492063492064,,3,3,other,1,333,3.0,male,,3,3,manufacturing_director,3,married,7861.67,20440.33,1,,no,15,,3,part_time,1,,2,3,10,,7,8,7861.67,1986,94340,,,yes
54,no,,1032.4872861766066,,19,4,,1,334,3.0,male,,3,3,human_resources,2,,8339.32,21682.23,2,y,,15,,3,part_time,1,16,1,4,9,,7,1,8339.32,1969,100072,,,yes
38,no,travel_rarely,556.2566609977324,sales,7,4,marketing,1,335,4.0,female,,2,2,sales_executive,4,,4492.84,11681.39,0,,no,20,,1,part_time,0,,2,3,7,,0,5,4492.84,1985,53914,sales_executive_____sales,,yes
29,no,,290.03550973654063,research_&_development,1,4,life_sciences,1,336,2.0,male,36.25443871706758,1,1,research_scientist,4,divorced,2342.59,6090.75,1,y,,18,3,4,part_time,1,10,5,3,10,,2,8,2342.59,1994,28111,research_scientist_____research_&_development,,yes
34,no,,1032.4872861766066,,9,3,medical,1,337,4.0,female,129.06091077207583,2,3,healthcare_representative,2,,,21682.23,1,,,14,3,2,part_time,0,9,3,4,8,,7,7,,1989,100072,,,no
39,no,,556.2566609977324,,2,4,technical_degree,1,338,4.0,female,,2,2,healthcare_representative,3,single,4492.84,11681.39,1,,no,11,3,1,part_time,0,20,4,3,20,7,11,10,4492.84,1984,53914,,,no
32,no,,556.7301587301588,,10,3,marketing,1,339,4.0,male,,3,2,sales_executive,4,,4496.67,11691.33,1,,,12,3,4,full_time,0,10,2,2,10,,0,8,4496.67,1991,53960,,,yes
38,no,travel_rarely,556.2566609977324,,1,4,life_sciences,1,340,2.0,female,,4,2,healthcare_representative,4,,4492.84,11681.39,0,y,,13,3,3,part_time,0,10,4,,9,,1,8,4492.84,1985,53914,,,yes
27,no,travel_rarely,1032.4872861766066,,1,2,life_sciences,1,341,3.0,female,129.06091077207583,3,3,manufacturing_director,1,married,8339.32,21682.23,1,,,11,3,4,part_time,0,9,3,3,9,,0,7,8339.32,1996,100072,,,no
32,no,travel_rarely,1151.3253968253969,,3,2,life_sciences,1,342,3.0,female,143.9156746031746,3,3,research_director,4,single,9299.17,24177.83,3,,,15,3,4,full_time,0,10,6,3,7,,7,7,9299.17,1991,111590,,,no
47,no,,511.7460317460318,,35,4,marketing,1,343,4.0,male,,3,2,sales_executive,1,single,4133.33,10746.67,2,,,12,3,4,,0,20,2,3,7,,1,7,4133.33,1976,,,,no
27,no,travel_frequently,907.2142857142858,,10,2,,1,344,4.0,male,113.40178571428572,3,3,manufacturing_director,1,,7327.5,19051.5,1,y,no,21,4,3,part_time,2,9,4,2,9,,1,7,7327.5,1996,87930,,,yes
41,no,,1979.8174603174605,,1,3,,1,345,4.0,male,,2,5,manager,3,,,41576.17,1,y,no,12,,2,full_time,1,22,3,3,22,,2,10,,1982,191890,,,no
28,yes,,228.63492063492063,research_&_development,35,2,,1,346,,female,,1,1,research_scientist,2,,1846.67,4801.33,7,,yes,13,3,4,part_time,0,10,4,3,7,,3,7,1846.67,1995,22160,research_scientist_____research_&_development,,yes
36,no,,1208.484126984127,research_&_development,8,3,,1,347,1.0,female,,4,3,research_director,1,married,9760.83,25378.17,9,y,,14,3,1,full_time,1,10,2,3,8,,0,5,9760.83,1987,117130,research_director_____research_&_development,,no
30,no,,547.2380952380953,,27,5,marketing,1,348,3.0,male,,3,2,sales_executive,4,divorced,4420.0,11492.0,7,y,no,23,,4,,1,10,2,2,8,,7,7,4420.0,1993,53040,,,yes
56,no,travel_rarely,1145.547619047619,,9,3,,1,349,3.0,male,143.19345238095238,3,4,healthcare_representative,4,married,9252.5,24056.5,7,,no,11,3,3,full_time,0,30,1,2,10,,1,1,9252.5,1967,111030,,,no
45,no,travel_rarely,684.2539682539683,,2,2,,1,350,2.0,male,,1,2,sales_representative,3,single,5526.67,14369.33,0,,no,13,3,1,full_time,0,9,3,3,8,,3,1,5526.67,1978,66320,,,yes
36,no,non_travel,782.7857142857142,,8,4,,1,351,1.0,male,,2,3,sales_executive,1,single,6322.5,16438.5,1,y,,15,3,2,part_time,0,10,1,3,10,,0,9,6322.5,1987,75870,,,no
29,no,,447.2619047619048,,27,3,medical,1,352,2.0,female,,3,2,healthcare_representative,3,married,3612.5,9392.5,4,,no,12,3,1,part_time,1,11,3,2,8,,1,1,3612.5,1994,43350,,,yes
38,no,,616.984126984127,,2,4,life_sciences,1,353,1.0,female,,4,2,manufacturing_director,1,single,4983.33,12956.67,6,,,12,3,4,full_time,0,17,2,3,15,,4,12,4983.33,1985,59800,,,yes
40,no,,437.8730158730159,,13,2,medical,1,354,,female,,4,2,healthcare_representative,2,,3536.67,9195.33,1,y,no,24,4,4,,1,8,2,3,8,,3,7,3536.67,1983,,,,yes
42,no,travel_frequently,1973.9841269841268,,8,3,,1,355,2.0,male,,3,5,manager,4,,15943.72,41453.67,1,,no,13,3,2,,1,24,4,2,24,,14,9,15943.72,1981,,,,yes
36,no,travel_rarely,539.3968253968254,,1,3,other,1,356,3.0,female,,3,2,manufacturing_director,2,,4356.67,11327.33,0,,,15,3,1,part_time,1,,2,3,9,,0,5,4356.67,1987,52280,,,no
29,no,travel_rarely,278.57142857142856,,23,2,,1,357,3.0,male,,4,1,research_scientist,3,married,2250.0,5850.0,1,,,24,4,3,part_time,1,10,3,3,10,,0,7,2250.0,1994,27000,,,yes
55,yes,,556.2566609977324,,2,1,medical,1,358,3.0,male,69.53208262471655,3,2,sales_executive,4,single,,11681.39,4,y,,16,3,3,part_time,0,,3,2,9,,7,3,,1968,53914,,,no
28,no,,556.2566609977324,sales,2,4,,1,359,2.0,female,,3,2,sales_executive,2,,,11681.39,1,y,,20,4,1,part_time,0,8,2,3,8,,7,5,,1995,53914,sales_executive_____sales,,yes
26,yes,,244.11111111111111,,5,2,medical,1,360,3.0,female,,2,1,research_scientist,3,married,1971.67,5126.33,1,,,14,3,1,part_time,1,8,2,3,8,,1,7,1971.67,1997,23660,,,yes
44,no,,290.03550973654063,,9,2,,1,361,2.0,male,,3,1,research_scientist,1,,2342.59,6090.75,1,,yes,13,3,4,,0,8,0,3,8,,7,1,2342.59,1979,,,,yes
41,yes,,290.03550973654063,research_&_development,2,4,life_sciences,1,362,2.0,female,,1,1,laboratory_technician,4,divorced,2342.59,6090.75,4,,yes,13,3,3,,1,,1,2,7,,1,0,2342.59,1982,,laboratory_technician_____research_&_development,,yes
31,no,travel_rarely,240.2936507936508,,7,4,,1,363,2.0,male,,2,1,sales_representative,3,,1940.83,5046.17,3,,,15,,2,part_time,0,,2,4,7,,5,2,1940.83,1992,23290,,,no
26,no,travel_frequently,443.031746031746,sales,28,3,medical,1,364,,male,,2,2,sales_executive,1,,,9303.67,1,y,,12,3,2,part_time,0,,2,3,7,,0,7,,1997,42940,sales_executive_____sales,,yes
31,no,,556.2566609977324,,12,3,medical,1,365,4.0,female,,3,2,healthcare_representative,4,,,11681.39,0,,,11,3,3,part_time,2,10,2,1,9,,8,5,,1992,53914,,,no
32,no,,693.8492063492063,,3,4,medical,1,366,3.0,female,,3,2,manufacturing_director,1,married,,14570.83,1,,,12,3,3,full_time,1,8,2,4,8,,6,3,,1991,67250,,,no
36,yes,travel_rarely,1065.2777777777778,,3,1,life_sciences,1,367,3.0,male,,2,3,sales_executive,4,married,8604.17,22370.83,1,y,,11,,1,full_time,1,,6,3,16,,3,7,8604.17,1987,103250,,,no
45,no,non_travel,458.8174603174604,,47,2,,1,368,,male,,3,2,laboratory_technician,2,,,9635.17,1,,,12,3,2,part_time,0,,5,2,9,,0,8,,1978,44470,,,yes
39,no,travel_rarely,1032.4872861766066,,2,5,,1,369,1.0,male,129.06091077207583,4,3,sales_executive,3,single,,21682.23,0,,no,18,3,4,part_time,0,9,3,3,8,,0,7,,1984,100072,,,no
36,no,non_travel,556.2566609977324,,8,4,technical_degree,1,370,1.0,male,,3,2,sales_executive,4,divorced,4492.84,11681.39,4,,no,13,,4,part_time,2,12,3,3,7,,0,7,4492.84,1987,53914,,,yes
46,no,,1118.928571428571,,7,2,medical,1,371,4.0,male,139.86607142857142,3,3,manufacturing_director,3,,9037.5,23497.5,6,y,,13,3,2,full_time,1,,3,3,8,,0,7,9037.5,1977,108450,,,no
54,no,travel_rarely,1032.4872861766066,,17,3,technical_degree,1,372,3.0,female,,3,3,manufacturing_director,3,,8339.32,21682.23,8,,,11,,3,part_time,1,22,2,3,10,,0,8,8339.32,1969,100072,,,yes
30,no,travel_rarely,1032.4872861766066,,8,2,,1,373,2.0,female,,4,3,research_director,1,,8339.32,21682.23,0,y,yes,12,3,3,part_time,3,,4,2,8,,1,7,8339.32,1993,100072,,,yes
26,no,,564.5714285714286,,2,2,medical,1,374,4.0,male,70.57142857142857,4,2,manufacturing_director,4,married,,11856.0,1,,,12,3,2,full_time,0,,2,3,8,,1,3,,1997,54720,,,no
55,no,travel_frequently,658.7698412698413,,18,4,medical,1,375,3.0,male,,3,2,healthcare_representative,2,married,5320.83,13834.17,3,,,14,3,4,full_time,2,,3,3,8,,6,7,5320.83,1968,63850,,,yes
50,no,non_travel,654.8492063492064,sales,1,3,life_sciences,1,376,4.0,female,,3,2,sales_executive,3,married,,13751.83,0,y,,12,3,1,full_time,1,,3,3,18,,0,13,,1973,63470,sales_executive_____sales,,yes
32,no,non_travel,290.03550973654063,,29,4,,1,377,4.0,female,,3,1,laboratory_technician,3,single,,6090.75,9,,no,12,3,2,part_time,0,10,2,3,8,,7,7,,1991,28111,,,yes
53,no,travel_frequently,776.3888888888888,,2,3,marketing,1,378,3.0,female,97.0486111111111,2,3,sales_executive,2,,,16304.17,2,,,12,3,1,part_time,1,30,2,,15,,6,12,,1970,75250,,,yes
40,no,travel_rarely,556.2566609977324,,26,3,,1,379,3.0,male,,3,2,sales_executive,1,married,4492.84,11681.39,1,,,14,3,2,part_time,1,8,3,2,7,,7,5,4492.84,1983,53914,,,no
55,no,,1582.7713464696226,,2,1,,1,380,3.0,male,,2,4,manager,1,single,12783.92,33238.2,7,,no,15,3,2,,0,,3,4,9,,6,2,12783.92,1968,,,,yes
28,yes,non_travel,1032.4872861766066,,24,2,,1,381,2.0,male,,2,3,healthcare_representative,1,single,8339.32,21682.23,1,y,no,12,3,1,part_time,0,10,2,2,10,,1,9,8339.32,1995,100072,,,no
28,no,travel_rarely,377.6190476190477,,10,3,other,1,382,3.0,female,,3,2,research_scientist,3,single,3050.0,7930.0,3,,no,13,3,4,,0,,4,4,8,,1,7,3050.0,1995,,,,yes
35,yes,,1032.4872861766066,,4,3,technical_degree,1,383,4.0,male,,3,3,sales_executive,1,,,21682.23,0,y,,22,4,1,part_time,0,9,2,3,8,,4,7,,1988,100072,,,yes
33,yes,travel_frequently,556.2566609977324,research_&_development,36,4,medical,1,384,,female,69.53208262471655,2,2,research_scientist,3,single,4492.84,11681.39,1,,no,22,4,2,part_time,0,14,4,3,13,,3,8,4492.84,1990,53914,research_scientist_____research_&_development,,yes
25,yes,,290.03550973654063,research_&_development,4,1,technical_degree,1,385,4.0,male,,3,1,laboratory_technician,4,married,,6090.75,1,y,,15,,2,part_time,1,7,3,4,7,,5,6,,1998,28111,laboratory_technician_____research_&_development,,yes
38,no,,901.7460317460316,sales,10,4,,1,386,3.0,male,,2,3,sales_executive,3,,7283.33,18936.67,0,,yes,14,3,2,part_time,2,9,2,,8,,2,7,7283.33,1985,87400,sales_executive_____sales,,yes
28,no,,1032.4872861766066,,12,3,,1,387,,female,,3,3,manufacturing_director,2,,,21682.23,0,,,17,3,2,part_time,3,,3,2,9,,1,7,,1995,100072,,,yes
43,no,travel_frequently,1032.4872861766066,,27,3,life_sciences,1,388,3.0,female,129.06091077207583,3,3,manufacturing_director,1,married,,21682.23,8,,no,11,3,3,part_time,1,18,1,3,8,,0,1,,1980,100072,,,no
39,yes,travel_frequently,1582.7713464696226,research_&_development,2,3,life_sciences,1,389,1.0,male,197.8464183087028,3,4,healthcare_representative,4,,12783.92,33238.2,7,,no,11,3,4,full_time,3,21,4,3,18,,11,5,12783.92,1984,153407,healthcare_representative_____research_&_development,,no
40,no,travel_rarely,1973.9841269841268,,14,3,,1,390,3.0,male,,2,5,research_director,3,,,41453.67,1,y,no,14,,1,full_time,0,,2,,20,,4,9,,1983,191325,,,yes
29,no,travel_rarely,556.2566609977324,,8,1,medical,1,391,2.0,male,,2,2,manufacturing_director,4,married,4492.84,11681.39,1,,,15,3,3,,1,10,2,2,10,,1,2,4492.84,1994,,,,yes
40,no,,1392.7539682539682,,32,4,,1,392,2.0,female,,3,3,research_director,3,,11249.17,29247.83,9,,no,17,3,3,full_time,0,20,3,2,18,,2,13,11249.17,1983,134990,,,no
26,no,travel_rarely,290.03550973654063,,3,4,,1,393,1.0,male,,4,1,laboratory_technician,4,,2342.59,6090.75,1,y,,22,4,2,part_time,1,8,2,3,8,,0,7,2342.59,1997,28111,,,yes
35,no,travel_rarely,1032.4872861766066,,2,3,,1,394,3.0,male,,2,3,manufacturing_director,2,divorced,8339.32,21682.23,2,,no,18,3,2,,1,15,2,4,7,,6,4,8339.32,1988,,,,yes
53,no,,1973.9841269841268,research_&_development,7,2,medical,1,395,4.0,female,,3,5,manager,3,divorced,15943.72,41453.67,3,y,no,18,3,2,full_time,1,26,6,3,7,,4,7,15943.72,1970,191325,manager_____research_&_development,,no
35,no,,556.2566609977324,,17,4,life_sciences,1,396,3.0,male,,3,2,sales_executive,1,,,11681.39,3,y,,15,3,4,part_time,3,15,2,3,7,,1,7,,1988,53914,,,yes
33,no,,556.2566609977324,,25,3,medical,1,397,2.0,female,,3,2,sales_executive,3,,4492.84,11681.39,1,,no,12,3,1,part_time,1,,3,2,10,,0,1,4492.84,1990,53914,,,yes
36,no,,290.03550973654063,research_&_development,6,4,life_sciences,1,398,3.0,male,,1,1,laboratory_technician,3,divorced,,6090.75,1,y,no,14,3,3,part_time,1,,4,3,7,,1,7,,1987,28111,laboratory_technician_____research_&_development,,yes
