,Loyalty_Number,Province,City,Postal_Code,Gender,Education,Salary_$,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Date
1525,311363,Quebec,Tremblant,H5Y_2S9,Female,Bachelor,103675,Married,Aurora,5964.35,Standard,2016-10
1526,330988,Alberta,Calgary,T3E_2V9,Male,Bachelor,103202,Married,Aurora,5969.55,Standard,2017-07
1527,696090,Ontario,Toronto,M1R_4K3,Female,Bachelor,103202,Married,Aurora,5969.55,Standard,2013-03
1528,465260,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,89817,Married,Aurora,5977.79,Standard,2012-11
1529,989154,Ontario,Trenton,K8V_4B2,Female,Bachelor,89817,Married,Aurora,5977.79,Standard,2016-04
1530,243726,British_Columbia,Victoria,V10_6T5,Male,Bachelor,74123,Divorced,Aurora,5979.72,Standard,2013-07
1531,403463,Saskatchewan,Regina,S1J_3C5,Male,Bachelor,74123,Divorced,Aurora,5979.72,Standard,2018-10
1532,775176,Quebec,Hull,J8Y_3Z5,Female,Bachelor,74123,Divorced,Aurora,5979.72,Standard,2013-10
1533,983809,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,50000,Divorced,Aurora,7025.04,2018_Promotion,2018-03
1534,424403,Ontario,Toronto,P1W_1K4,Male,Bachelor,96830,Divorced,Aurora,5981.38,Standard,2016-04
1535,283929,Alberta,Edmonton,T9G_1W3,Female,Bachelor,80816,Single,Aurora,5989.77,Standard,2013-09
1536,477867,Ontario,Trenton,K8V_4B2,Female,Bachelor,80816,Single,Aurora,5989.77,Standard,2015-12
1537,996896,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,80816,Single,Aurora,5989.77,Standard,2014-12
1538,376367,Ontario,Toronto,P2T_6G3,Female,Bachelor,62537,Married,Aurora,5994.23,Standard,2018-06
1539,892219,Ontario,Toronto,P2T_6G3,Female,Bachelor,86264,Married,Aurora,5994.26,Standard,2013-02
1540,929880,Ontario,Toronto,P1J_8T7,Male,College,79359,Single,Aurora,5994.42,Standard,2017-04
1541,390434,Ontario,Toronto,M2Z_4K1,Female,High_School_or_Below,78937,Married,Aurora,5995.41,Standard,2016-09
1542,644551,Quebec,Montreal,H2T_2J6,Male,High_School_or_Below,68180,Married,Aurora,6005.03,Standard,2012-10
1543,300008,British_Columbia,Kelowna,V09_2E9,Male,Bachelor,51573,Single,Aurora,6005.21,Standard,2014-04
1544,354002,Manitoba,Winnipeg,R2C_0M5,Male,Bachelor,51573,Single,Aurora,6005.21,Standard,2017-02
1545,389387,Manitoba,Winnipeg,R2C_0M5,Male,Bachelor,51573,Single,Aurora,6005.21,Standard,2017-12
1546,409768,Ontario,Toronto,M8Y_4K8,Male,Bachelor,51573,Single,Aurora,6005.21,Standard,2018-08
1547,515969,British_Columbia,Victoria,V10_6T5,Female,Bachelor,51573,Single,Aurora,6005.21,Standard,2012-11
1548,595027,Quebec,Montreal,H2Y_2W2,Female,Bachelor,51573,Single,Aurora,6005.21,Standard,2017-06
1549,642102,Ontario,Toronto,M8Y_4K8,Female,Bachelor,51573,Single,Aurora,6005.21,Standard,2015-08
1550,109023,Nova_Scotia,Halifax,B3J_9S2,Female,Master,81333,Single,Aurora,6005.85,Standard,2015-07
1551,199494,Saskatchewan,Regina,S6J_3G0,Female,Master,81333,Single,Aurora,6005.85,Standard,2018-10
1552,271987,Saskatchewan,Regina,S1J_3C5,Female,Master,81333,Single,Aurora,6005.85,Standard,2015-05
1553,351753,Ontario,Toronto,P1L_8X8,Female,Master,81333,Single,Aurora,6005.85,Standard,2017-12
1554,408347,British_Columbia,Victoria,V10_6T5,Male,Master,81333,Single,Aurora,6005.85,Standard,2018-07
1555,735770,Ontario,Sudbury,M5V_1G5,Female,Bachelor,94479,Married,Aurora,6006.21,Standard,2017-08
1556,369141,Ontario,Trenton,K8V_4B2,Male,Bachelor,60797,Divorced,Aurora,6006.44,Standard,2012-09
1557,690563,Ontario,Ottawa,K1F_2R2,Female,College,79359,Single,Aurora,6013.04,Standard,2012-10
1558,229636,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,82147,Single,Aurora,6019.93,Standard,2012-12
1559,304726,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Aurora,6019.96,Standard,2015-06
1560,187041,British_Columbia,Vancouver,V1E_4R6,Female,College,79359,Single,Aurora,6021.84,Standard,2014-10
1561,510644,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Aurora,6021.84,Standard,2017-12
1562,488268,Ontario,Trenton,K8V_4B2,Female,Bachelor,68157,Single,Aurora,6031.52,Standard,2014-07
1563,452439,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Aurora,6032.74,Standard,2015-11
1564,441964,British_Columbia,Kelowna,V09_2E9,Female,College,79359,Single,Aurora,6033.22,Standard,2017-08
1565,381308,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Divorced,Aurora,6039.02,Standard,2018-11
1566,718409,Ontario,Toronto,P1J_8T7,Female,College,79359,Divorced,Aurora,6039.02,Standard,2012-12
1567,979168,Ontario,Toronto,M2Z_4K1,Male,College,79359,Single,Aurora,6042.62,Standard,2014-11
1568,395887,Newfoundland,St._John's,A1C_6H9,Male,Bachelor,92202,Single,Aurora,6045.63,Standard,2015-08
1569,348448,Nova_Scotia,Halifax,B3J_9S2,Male,Bachelor,46831,Married,Aurora,6047.03,Standard,2013-09
1570,577232,Saskatchewan,Regina,S1J_3C5,Male,Bachelor,46831,Married,Aurora,6047.03,Standard,2014-11
1571,736004,Ontario,Toronto,M1R_4K3,Male,Bachelor,46831,Married,Aurora,6047.03,Standard,2018-05
1572,878568,Quebec,Hull,J8Y_3Z5,Male,Bachelor,46831,Married,Aurora,6047.03,Standard,2012-12
1573,608116,Alberta,Edmonton,T3G_6Y6,Female,College,79359,Married,Aurora,6048.57,Standard,2016-11
1574,825569,Newfoundland,St._John's,A1C_6H9,Male,College,79359,Single,Aurora,6051.64,Standard,2015-08
1575,705496,Ontario,Trenton,K8V_4B2,Female,Bachelor,55564,Divorced,Aurora,6052.0,Standard,2014-01
1576,772395,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,55564,Divorced,Aurora,6052.0,Standard,2018-01
1577,153987,Quebec,Montreal,H2Y_2W2,Male,Master,126642,Married,Aurora,6057.07,Standard,2017-12
1578,444904,British_Columbia,West_Vancouver,V6V_8Z3,Female,Master,126642,Married,Aurora,6057.07,Standard,2014-09
1579,759223,Quebec,Tremblant,H5Y_2S9,Male,Master,126642,Married,Aurora,6057.07,Standard,2017-10
1580,793178,Manitoba,Winnipeg,R2C_0M5,Male,Master,126642,Married,Aurora,6057.07,Standard,2013-01
1581,114493,Ontario,Toronto,P5S_6R4,Female,Bachelor,47036,Single,Aurora,6063.2,Standard,2016-04
1582,896592,Quebec,Montreal,H2T_2J6,Female,Master,77085,Divorced,Aurora,6071.91,Standard,2018-12
1583,873415,British_Columbia,Vancouver,V6E_3D9,Male,High_School_or_Below,64100,Single,Aurora,6089.52,Standard,2012-07
1584,804259,Ontario,Toronto,P1W_1K4,Female,Bachelor,79655,Divorced,Aurora,6091.9,Standard,2013-08
1585,906346,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,79655,Divorced,Aurora,6091.9,Standard,2016-05
1586,212230,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,63225,Married,Aurora,6102.31,Standard,2013-12
1587,391761,Ontario,Toronto,P1W_1K4,Female,College,79359,Single,Aurora,6102.95,Standard,2017-02
1588,760645,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Aurora,6102.95,Standard,2015-10
1589,485280,Ontario,Toronto,P5S_6R4,Female,Bachelor,93975,Married,Aurora,6104.72,Standard,2017-08
1590,818454,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,93975,Married,Aurora,6104.72,Standard,2017-10
1591,591476,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Aurora,6105.8,Standard,2012-08
1592,593868,Ontario,Ottawa,K1G_4Z0,Male,Bachelor,75983,Married,Aurora,6106.47,Standard,2016-07
1593,136230,British_Columbia,Whistler,V6T_1Y8,Male,High_School_or_Below,53081,Married,Aurora,6106.94,Standard,2018-07
1594,749441,Quebec,Montreal,H2T_9K8,Female,High_School_or_Below,53081,Married,Aurora,6106.94,Standard,2014-12
1595,392582,Ontario,Toronto,M1R_4K3,Male,Bachelor,78185,Married,Aurora,6112.76,Standard,2015-05
1596,458773,Alberta,Calgary,T3E_2V9,Female,Bachelor,78185,Married,Aurora,6112.76,Standard,2012-10
1597,713981,Quebec,Montreal,H2Y_2W2,Male,College,79359,Single,Aurora,6117.03,Standard,2016-12
1598,567865,Quebec,Montreal,H2Y_2W2,Female,High_School_or_Below,68380,Married,Aurora,6120.19,Standard,2017-10
1599,292049,Quebec,Montreal,H2T_2J6,Female,Bachelor,76645,Married,Aurora,6126.57,Standard,2013-07
1600,606811,Ontario,Toronto,P1J_8T7,Female,Bachelor,98334,Married,Aurora,6131.66,Standard,2012-05
1601,444202,Quebec,Quebec_City,G1B_3L5,Male,Bachelor,64012,Divorced,Aurora,6134.39,Standard,2018-09
1602,353486,Nova_Scotia,Halifax,B3J_9S2,Male,Bachelor,56868,Married,Aurora,6140.24,Standard,2012-07
1603,952393,Saskatchewan,Regina,S1J_3C5,Male,Bachelor,56868,Married,Aurora,6140.24,Standard,2018-06
1604,729677,Ontario,Sudbury,M5V_1G5,Female,Doctor,223427,Married,Aurora,6153.39,Standard,2015-10
1605,450888,Ontario,Toronto,P5S_6R4,Female,College,79359,Single,Aurora,6158.85,Standard,2016-09
1606,238063,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,103368,Married,Aurora,6159.01,Standard,2012-06
1607,853826,Saskatchewan,Regina,S6J_3G0,Male,Bachelor,102878,Single,Aurora,6161.0,Standard,2016-08
1608,864967,Ontario,Kingston,M9K_2P4,Female,Bachelor,102878,Single,Aurora,6161.0,Standard,2017-06
1609,312863,Quebec,Montreal,H2T_9K8,Male,College,79359,Single,Aurora,6162.37,Standard,2016-08
1610,582244,New_Brunswick,Fredericton,E3B_2H2,Female,Bachelor,76459,Married,Aurora,6165.86,Standard,2012-04
1611,412944,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,51875,Married,Aurora,6167.85,Standard,2013-05
1612,899760,British_Columbia,Victoria,V10_6T5,Female,College,79359,Divorced,Aurora,6172.39,Standard,2018-09
1613,506418,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,98168,Divorced,Aurora,7072.93,2018_Promotion,2018-03
1614,846732,Ontario,Toronto,M2M_7K8,Female,Bachelor,105053,Married,Aurora,6172.91,Standard,2016-09
1615,505522,Ontario,Toronto,M2P_4F6,Female,Bachelor,76573,Married,Aurora,6177.11,Standard,2018-11
1616,766091,British_Columbia,Dawson_Creek,U5I_4F1,Male,Bachelor,76573,Married,Aurora,6177.11,Standard,2018-11
1617,642020,Ontario,Ottawa,K1F_2R2,Male,High_School_or_Below,60355,Married,Aurora,6182.62,Standard,2018-05
1618,988927,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,47288,Divorced,Aurora,6185.34,Standard,2015-03
1619,417564,Quebec,Tremblant,H5Y_2S9,Female,Master,127666,Married,Aurora,6185.97,Standard,2013-10
1620,708337,New_Brunswick,Fredericton,E3B_2H2,Male,Master,127666,Married,Aurora,6185.97,Standard,2017-09
1621,703711,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,96575,Divorced,Aurora,6186.5,Standard,2018-01
1622,246690,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Aurora,7343.35,2018_Promotion,2018-03
1623,669373,Ontario,Toronto,P1W_1K4,Male,College,79359,Single,Aurora,6189.12,Standard,2016-12
1624,836443,Ontario,Ottawa,K1F_2R2,Female,Bachelor,104404,Married,Aurora,6189.44,Standard,2017-02
1625,485557,Ontario,London,M5B_3E4,Male,High_School_or_Below,72423,Married,Aurora,6190.32,Standard,2014-05
1626,504589,Ontario,London,M5B_3E4,Female,College,79359,Married,Aurora,6191.4,Standard,2014-12
1627,840326,Ontario,Ottawa,K1F_2R2,Male,High_School_or_Below,68827,Divorced,Aurora,6198.79,Standard,2012-07
1628,514369,New_Brunswick,Fredericton,E3B_2H2,Female,College,79359,Single,Aurora,6199.96,Standard,2018-05
1629,756592,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Single,Aurora,6199.96,Standard,2012-04
1630,455991,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,70746,Married,Aurora,6225.02,Standard,2018-11
1631,625621,Ontario,Toronto,P1W_1K4,Female,Bachelor,70746,Married,Aurora,6225.02,Standard,2015-01
1632,603079,British_Columbia,Dawson_Creek,U5I_4F1,Female,Doctor,279093,Single,Aurora,6232.69,Standard,2012-05
1633,388448,Ontario,Toronto,M2Z_4K1,Female,Bachelor,74173,Single,Aurora,6236.02,Standard,2014-12
1634,832663,British_Columbia,Dawson_Creek,U5I_4F1,Male,Bachelor,74173,Single,Aurora,6236.02,Standard,2017-03
1635,454440,Prince_Edward_Island,Charlottetown,C1A_6E8,Female,College,79359,Married,Aurora,6238.05,Standard,2016-07
1636,902515,British_Columbia,Vancouver,V6E_3Z3,Female,College,79359,Married,Aurora,6238.05,Standard,2017-01
1637,876569,British_Columbia,Vancouver,V1E_4R6,Female,College,79359,Single,Aurora,6239.26,Standard,2016-02
1638,839967,Alberta,Peace_River,T9O_2W2,Female,Bachelor,87286,Married,Aurora,6242.6,Standard,2013-09
1639,151571,Newfoundland,St._John's,A1C_6H9,Female,Bachelor,86016,Married,Aurora,6243.09,Standard,2018-01
1640,570784,Nova_Scotia,Halifax,B3C_2M8,Male,Bachelor,90521,Single,Aurora,6245.44,Standard,2015-04
1641,170027,Ontario,Toronto,P1L_8X8,Female,Bachelor,60890,Married,Aurora,6245.58,Standard,2016-05
1642,464771,Ontario,Toronto,P1J_8T7,Female,College,79359,Married,Aurora,6259.48,Standard,2013-01
1643,292164,Alberta,Calgary,T3E_2V9,Male,Bachelor,53939,Married,Aurora,6262.66,Standard,2013-08
1644,738432,Ontario,Toronto,M1R_4K3,Female,Bachelor,53939,Married,Aurora,6262.66,Standard,2016-11
1645,101902,Ontario,London,M5B_3E4,Female,College,79359,Married,Aurora,6265.34,Standard,2017-01
1646,463606,British_Columbia,Whistler,V6T_1Y8,Female,College,79359,Married,Aurora,6265.34,Standard,2012-10
1647,902277,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,37897,Married,Aurora,7355.35,2018_Promotion,2018-04
1648,872158,Quebec,Quebec_City,G1B_3L5,Female,College,79359,Married,Aurora,6265.34,Standard,2014-08
1649,352424,British_Columbia,Dawson_Creek,U5I_4F1,Male,Bachelor,47153,Married,Aurora,6273.17,Standard,2012-06
1650,100816,Ontario,Ottawa,K1F_2R2,Female,Master,97497,Divorced,Aurora,6273.91,Standard,2013-03
1651,986461,Ontario,Sudbury,M5V_1G5,Female,Master,97497,Divorced,Aurora,6273.91,Standard,2017-10
1652,183754,Ontario,Ottawa,K1F_2R2,Male,College,79359,Single,Aurora,6274.56,Standard,2016-11
1653,931537,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Aurora,6275.16,Standard,2015-06
1654,215314,Alberta,Edmonton,T3G_6Y6,Female,College,79359,Single,Aurora,6277.01,Standard,2016-01
1655,221287,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,47291,Single,Aurora,6277.84,Standard,2016-05
1656,797845,Ontario,Toronto,P1J_8T7,Male,Bachelor,47291,Single,Aurora,6277.84,Standard,2015-11
1657,391106,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,66788,Married,Aurora,6278.76,Standard,2014-03
1658,519766,Quebec,Hull,J8Y_3Z5,Female,Bachelor,66788,Married,Aurora,6278.76,Standard,2013-08
1659,442956,Newfoundland,St._John's,A1C_6H9,Male,College,79359,Married,Aurora,6285.02,Standard,2015-10
1660,713132,Alberta,Edmonton,T3G_6Y6,Male,Bachelor,55608,Married,Aurora,6285.48,Standard,2014-05
1661,241967,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Married,Aurora,6288.16,Standard,2016-12
1662,419648,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,68691,Divorced,Aurora,6289.01,Standard,2017-08
1663,557469,Quebec,Montreal,H2T_9K8,Female,Bachelor,68691,Divorced,Aurora,6289.01,Standard,2015-01
1664,253601,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,49817,Married,Aurora,6289.95,Standard,2016-07
1665,941170,Ontario,Toronto,P1W_1K4,Male,Bachelor,49817,Married,Aurora,6289.95,Standard,2016-01
1666,333680,Ontario,Toronto,P2T_6G3,Female,Bachelor,97115,Married,Aurora,6291.66,Standard,2013-11
1667,545917,British_Columbia,Vancouver,V6E_3D9,Male,Bachelor,97115,Married,Aurora,6291.66,Standard,2015-10
1668,444060,Ontario,Toronto,M8Y_4K8,Female,Bachelor,51354,Married,Aurora,6292.74,Standard,2017-10
1669,572647,Ontario,Trenton,K8V_4B2,Female,High_School_or_Below,80501,Single,Aurora,6300.44,Standard,2017-09
1670,311684,Ontario,Kingston,M9K_2P4,Male,College,79359,Married,Aurora,6307.5,Standard,2013-10
1671,357173,Saskatchewan,Regina,S6J_3G0,Male,College,79359,Married,Aurora,6307.5,Standard,2013-11
1672,489501,New_Brunswick,Moncton,E1A_2A7,Male,Bachelor,80895,Married,Aurora,6314.49,Standard,2016-06
1673,193020,British_Columbia,Victoria,V10_6T5,Male,Bachelor,58844,Married,Aurora,7356.01,2018_Promotion,2018-04
1674,418958,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Aurora,6328.18,Standard,2015-02
1675,146702,British_Columbia,Whistler,V6T_1Y8,Male,Bachelor,71633,Married,Aurora,7385.36,2018_Promotion,2018-02
1676,719213,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,84400,Divorced,Aurora,6333.03,Standard,2013-11
1677,774275,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Aurora,6334.47,Standard,2013-07
1678,158401,Ontario,Toronto,P1J_8T7,Female,College,79359,Divorced,Aurora,6355.68,Standard,2018-06
1679,687951,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Divorced,Aurora,6355.68,Standard,2017-04
1680,472879,Ontario,Toronto,P1L_8X8,Male,College,79359,Married,Aurora,6358.25,Standard,2014-08
1681,382243,British_Columbia,Victoria,V10_6T5,Female,College,79359,Married,Aurora,6361.85,Standard,2013-04
1682,178335,Ontario,Toronto,M2M_7K8,Female,Bachelor,62630,Single,Aurora,6364.9,Standard,2012-12
1683,150383,British_Columbia,Vancouver,V1E_4R6,Male,Bachelor,49125,Divorced,Aurora,7478.31,2018_Promotion,2018-04
1684,263766,Quebec,Montreal,H2T_9K8,Male,Bachelor,64373,Married,Aurora,6366.23,Standard,2016-07
1685,702915,Nova_Scotia,Halifax,B3C_2M8,Female,Bachelor,64373,Married,Aurora,6366.23,Standard,2016-07
1686,979449,Ontario,Sudbury,M5V_1G5,Male,Bachelor,64373,Married,Aurora,6366.23,Standard,2015-02
1687,249270,British_Columbia,Kelowna,V09_2E9,Male,Bachelor,71638,Divorced,Aurora,7486.07,2018_Promotion,2018-03
1688,142371,British_Columbia,West_Vancouver,V6V_8Z3,Male,Bachelor,57150,Single,Aurora,6369.26,Standard,2014-08
1689,887464,Ontario,Sudbury,M5V_1G5,Male,Bachelor,57150,Single,Aurora,6369.26,Standard,2014-02
1690,892517,Ontario,Toronto,P1W_1K4,Female,Bachelor,57150,Single,Aurora,6369.26,Standard,2012-10
1691,428130,New_Brunswick,Fredericton,E3B_2H2,Female,Bachelor,52275,Divorced,Aurora,6376.75,Standard,2014-02
1692,583165,Quebec,Montreal,H2T_9K8,Male,Bachelor,96786,Married,Aurora,6382.05,Standard,2013-05
1693,605343,British_Columbia,West_Vancouver,V6V_8Z3,Male,Bachelor,96786,Married,Aurora,6382.05,Standard,2017-02
1694,204994,Manitoba,Winnipeg,R2C_0M5,Female,College,79359,Married,Aurora,6382.58,Standard,2012-12
1695,260838,Quebec,Montreal,H2Y_4R4,Female,College,79359,Married,Aurora,6382.58,Standard,2016-01
1696,611667,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,68150,Married,Aurora,7524.88,2018_Promotion,2018-03
1697,565811,Quebec,Montreal,H2Y_4R4,Female,Bachelor,85081,Married,Aurora,6395.35,Standard,2016-04
1698,801953,Manitoba,Winnipeg,R2C_0M5,Female,Bachelor,85081,Married,Aurora,6395.35,Standard,2018-12
1699,241391,Ontario,Toronto,P1J_8T7,Male,College,79359,Single,Aurora,6409.63,Standard,2012-11
1700,331706,Alberta,Banff,T4V_1D4,Male,Bachelor,77062,Married,Aurora,6410.97,Standard,2013-04
1701,287979,British_Columbia,Vancouver,V6E_3Z3,Male,High_School_or_Below,45493,Married,Aurora,6411.12,Standard,2017-04
1702,566696,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,74916,Divorced,Aurora,6412.37,Standard,2014-12
1703,954329,British_Columbia,West_Vancouver,V6V_8Z3,Female,College,79359,Single,Aurora,6414.08,Standard,2017-12
1704,263781,British_Columbia,Vancouver,V6E_3Z3,Female,Bachelor,83739,Married,Aurora,7804.02,2018_Promotion,2018-04
1705,894799,Nova_Scotia,Halifax,B3C_2M8,Male,High_School_or_Below,62836,Married,Aurora,6431.74,Standard,2013-09
1706,401055,Quebec,Montreal,H2Y_2W2,Male,Bachelor,97790,Married,Aurora,6438.97,Standard,2013-04
1707,498694,Ontario,Ottawa,K1F_2R2,Male,Bachelor,66600,Married,Aurora,6439.78,Standard,2013-10
1708,113558,Quebec,Montreal,H2T_2J6,Female,Bachelor,66116,Married,Aurora,6444.08,Standard,2015-07
1709,781187,British_Columbia,Vancouver,V6E_3Z3,Male,Bachelor,54486,Married,Aurora,6451.26,Standard,2014-03
1710,452417,Alberta,Edmonton,T9G_1W3,Male,Bachelor,59382,Married,Aurora,6457.56,Standard,2014-06
1711,741470,Ontario,Kingston,M9K_2P4,Female,Bachelor,49681,Married,Aurora,6459.64,Standard,2013-09
1712,323311,Quebec,Quebec_City,G1B_3L5,Male,College,79359,Single,Aurora,6462.22,Standard,2013-08
1713,519300,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Single,Aurora,6464.42,Standard,2015-11
1714,522618,Ontario,Trenton,K8V_4B2,Female,College,79359,Single,Aurora,6464.42,Standard,2015-05
1715,583227,Ontario,Ottawa,K1F_2R2,Female,College,79359,Single,Aurora,6465.22,Standard,2016-01
1716,857878,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,87152,Divorced,Aurora,7951.78,2018_Promotion,2018-02
1717,153998,British_Columbia,Victoria,V10_6T5,Female,Bachelor,42484,Married,Aurora,8012.37,2018_Promotion,2018-04
1718,790450,Ontario,Toronto,P5S_6R4,Female,Bachelor,67497,Married,Aurora,6470.54,Standard,2014-01
1719,650420,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Married,Aurora,6473.33,Standard,2016-08
1720,543599,Quebec,Quebec_City,G1B_3L5,Female,College,79359,Single,Aurora,6474.83,Standard,2014-01
1721,482673,British_Columbia,Vancouver,V5R_1W3,Female,Bachelor,69126,Married,Aurora,6478.8,Standard,2018-06
1722,708210,Ontario,Kingston,M9K_2P4,Female,Bachelor,63259,Married,Aurora,6480.68,Standard,2012-10
1723,169129,Ontario,Toronto,P1W_1K4,Female,College,79359,Single,Aurora,6481.38,Standard,2016-01
1724,300678,Ontario,Toronto,M2M_7K8,Female,Bachelor,54363,Married,Aurora,6481.53,Standard,2015-08
1725,700918,British_Columbia,Vancouver,V5R_1W3,Male,Bachelor,65785,Divorced,Aurora,6503.22,Standard,2014-11
1726,307256,Ontario,Toronto,P1J_8T7,Female,Doctor,199894,Married,Aurora,6503.4,Standard,2012-10
1727,378857,British_Columbia,Dawson_Creek,U5I_4F1,Male,Doctor,199894,Married,Aurora,6503.4,Standard,2014-12
1728,448136,Alberta,Calgary,T3E_2V9,Male,Doctor,199894,Married,Aurora,6503.4,Standard,2014-08
1729,791978,Ontario,Toronto,M2Z_4K1,Male,Doctor,199894,Married,Aurora,6503.4,Standard,2017-01
1730,474272,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,75949,Married,Aurora,6508.76,Standard,2013-01
1731,274817,Ontario,Sudbury,M5V_1G5,Female,College,79359,Single,Aurora,6511.1,Standard,2014-08
1732,368675,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Aurora,6512.98,Standard,2018-07
1733,261767,Ontario,Toronto,P2T_6G3,Male,Bachelor,68521,Married,Aurora,6513.61,Standard,2016-04
1734,584463,Ontario,Toronto,P1J_8T7,Male,College,79359,Married,Aurora,6516.21,Standard,2013-10
1735,159800,Nova_Scotia,Halifax,B3J_9S2,Female,Bachelor,85038,Married,Aurora,6521.37,Standard,2012-06
1736,160773,Quebec,Hull,J8Y_3Z5,Female,Bachelor,85038,Married,Aurora,6521.37,Standard,2015-11
1737,496014,Manitoba,Winnipeg,R2C_0M5,Male,Bachelor,85038,Married,Aurora,6521.37,Standard,2012-08
1738,515315,Quebec,Montreal,H2Y_2W2,Male,Bachelor,85038,Married,Aurora,6521.37,Standard,2013-06
1739,623222,Manitoba,Winnipeg,R2C_0M5,Female,Bachelor,85038,Married,Aurora,6521.37,Standard,2014-12
1740,270266,Ontario,Toronto,M2M_7K8,Male,College,79359,Single,Aurora,6535.56,Standard,2014-10
1741,775407,Quebec,Montreal,H2T_2J6,Female,College,79359,Single,Aurora,6537.05,Standard,2018-08
1742,791282,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,43788,Single,Aurora,8093.9,2018_Promotion,2018-03
1743,777561,Saskatchewan,Regina,S6J_3G0,Male,Bachelor,73022,Married,Aurora,6552.4,Standard,2016-05
1744,731540,Alberta,Banff,T4V_1D4,Male,Doctor,239677,Single,Aurora,6554.22,Standard,2012-04
1745,455319,New_Brunswick,Fredericton,E3B_2H2,Female,Doctor,197007,Married,Aurora,6555.36,Standard,2016-01
1746,318199,Ontario,Toronto,M1R_4K3,Female,Bachelor,55597,Married,Aurora,6563.64,Standard,2014-01
1747,804510,Alberta,Calgary,T3E_2V9,Male,Bachelor,55597,Married,Aurora,6563.64,Standard,2018-12
1748,637396,Ontario,Thunder_Bay,K8T_5M5,Male,Bachelor,70654,Single,Aurora,6570.97,Standard,2012-11
1749,663133,Manitoba,Winnipeg,R2C_0M5,Female,Doctor,53429,Single,Aurora,6575.54,Standard,2014-06
1750,678722,Ontario,Sudbury,M5V_1G5,Male,Master,72401,Single,Aurora,6582.29,Standard,2017-08
1751,616183,Quebec,Montreal,H2Y_4R4,Female,Bachelor,58293,Married,Aurora,6599.08,Standard,2016-12
1752,470998,Ontario,Kingston,M9K_2P4,Female,High_School_or_Below,63641,Single,Aurora,6608.17,Standard,2018-01
1753,356618,Yukon,Whitehorse,Y2K_6R0,Female,Bachelor,52975,Single,Aurora,6612.62,Standard,2014-03
1754,934893,Alberta,Peace_River,T9O_2W2,Male,High_School_or_Below,60347,Married,Aurora,6618.02,Standard,2013-10
1755,491369,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,50255,Single,Aurora,6620.44,Standard,2014-12
1756,939593,Alberta,Edmonton,T9G_1W3,Female,College,79359,Married,Aurora,6624.61,Standard,2013-09
1757,744304,British_Columbia,Vancouver,V6E_3D9,Female,Bachelor,92186,Married,Aurora,6627.15,Standard,2013-08
1758,736504,Ontario,Toronto,M8Y_4K8,Male,Bachelor,55994,Married,Aurora,6631.67,Standard,2012-09
1759,950336,British_Columbia,Kelowna,V09_2E9,Female,Bachelor,55994,Married,Aurora,6631.67,Standard,2016-10
