Periodo,CCAA,tasa_paro,Tipo de equipamiento,% equipamiento
2009,Castilla y León,22.992738095238096,Viviendas con teléfono fijo,81.7
2009,Castilla y León,22.992738095238096,Viviendas con teléfono móvil,89.8
2009,Castilla-La Mancha,26.74702380952381,Viviendas con algún tipo de ordenador,58.1
2009,Castilla-La Mancha,26.74702380952381,Viviendas que disponen de acceso a Internet,43.9
2009,Castilla-La Mancha,26.74702380952381,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",41.9
2009,Castilla-La Mancha,26.74702380952381,Viviendas con teléfono fijo,74.7
2009,Castilla-La Mancha,26.74702380952381,Viviendas con teléfono móvil,89.9
2009,Cataluña,25.36380952380952,Viviendas con algún tipo de ordenador,71.9
2009,Cataluña,25.36380952380952,Viviendas que disponen de acceso a Internet,61.8
2009,Cataluña,25.36380952380952,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",59.5
2009,Cataluña,25.36380952380952,Viviendas con teléfono fijo,86.4
2009,Cataluña,25.36380952380952,Viviendas con teléfono móvil,94.2
2009,Ceuta,28.443703703703704,Viviendas con algún tipo de ordenador,58.6
2009,Ceuta,28.443703703703704,Viviendas que disponen de acceso a Internet,47.9
2009,Ceuta,28.443703703703704,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",46.7
2009,Ceuta,28.443703703703704,Viviendas con teléfono fijo,68.6
2009,Ceuta,28.443703703703704,Viviendas con teléfono móvil,90.8
2009,España,26.851547619047626,Viviendas con algún tipo de ordenador,65.1
2009,España,26.851547619047626,Viviendas que disponen de acceso a Internet,52.9
2009,España,26.851547619047626,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.3
2009,España,26.851547619047626,Viviendas con teléfono fijo,79.8
2009,España,26.851547619047626,Viviendas con teléfono móvil,93.0
2009,Extremadura,30.42690476190476,Viviendas con algún tipo de ordenador,56.9
2009,Extremadura,30.42690476190476,Viviendas que disponen de acceso a Internet,40.4
2009,Extremadura,30.42690476190476,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",38.1
2009,Extremadura,30.42690476190476,Viviendas con teléfono fijo,67.4
2009,Extremadura,30.42690476190476,Viviendas con teléfono móvil,91.2
2009,Galicia,20.50202380952381,Viviendas con algún tipo de ordenador,57.9
2009,Galicia,20.50202380952381,Viviendas que disponen de acceso a Internet,41.8
2009,Galicia,20.50202380952381,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",37.8
2009,Galicia,20.50202380952381,Viviendas con teléfono fijo,80.6
2009,Galicia,20.50202380952381,Viviendas con teléfono móvil,89.5
2009,La Rioja,22.9,Viviendas con algún tipo de ordenador,60.0
2009,La Rioja,22.9,Viviendas que disponen de acceso a Internet,48.7
2009,La Rioja,22.9,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",45.7
2009,La Rioja,22.9,Viviendas con teléfono fijo,78.5
2009,La Rioja,22.9,Viviendas con teléfono móvil,91.0
2009,Comunidad de Madrid,23.60083333333333,Viviendas con algún tipo de ordenador,71.9
2009,Comunidad de Madrid,23.60083333333333,Viviendas que disponen de acceso a Internet,63.5
2009,Comunidad de Madrid,23.60083333333333,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",61.7
2009,Comunidad de Madrid,23.60083333333333,Viviendas con teléfono fijo,88.3
2009,Comunidad de Madrid,23.60083333333333,Viviendas con teléfono móvil,95.9
2009,Melilla,32.29246575342466,Viviendas con algún tipo de ordenador,67.7
2009,Melilla,32.29246575342466,Viviendas que disponen de acceso a Internet,51.0
2009,Melilla,32.29246575342466,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",51.0
2009,Melilla,32.29246575342466,Viviendas con teléfono fijo,67.1
2009,Melilla,32.29246575342466,Viviendas con teléfono móvil,96.8
2009,Región de Murcia,26.452738095238097,Viviendas con algún tipo de ordenador,62.1
2009,Región de Murcia,26.452738095238097,Viviendas que disponen de acceso a Internet,46.3
2009,Región de Murcia,26.452738095238097,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",43.8
2009,Región de Murcia,26.452738095238097,Viviendas con teléfono fijo,66.4
2009,Región de Murcia,26.452738095238097,Viviendas con teléfono móvil,93.5
2009,Comunidad Foral de Navarra,19.47440476190476,Viviendas con algún tipo de ordenador,69.6
2009,Comunidad Foral de Navarra,19.47440476190476,Viviendas que disponen de acceso a Internet,56.5
2009,Comunidad Foral de Navarra,19.47440476190476,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",51.4
2009,Comunidad Foral de Navarra,19.47440476190476,Viviendas con teléfono fijo,86.5
2009,Comunidad Foral de Navarra,19.47440476190476,Viviendas con teléfono móvil,94.6
2009,País Vasco,20.18880952380952,Viviendas con algún tipo de ordenador,68.1
2009,País Vasco,20.18880952380952,Viviendas que disponen de acceso a Internet,59.6
2009,País Vasco,20.18880952380952,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",55.0
2009,País Vasco,20.18880952380952,Viviendas con teléfono fijo,90.0
2009,País Vasco,20.18880952380952,Viviendas con teléfono móvil,94.6
2009,Comunidad Valenciana,29.24011904761905,Viviendas con algún tipo de ordenador,62.6
2009,Comunidad Valenciana,29.24011904761905,Viviendas que disponen de acceso a Internet,48.9
2009,Comunidad Valenciana,29.24011904761905,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",46.0
2009,Comunidad Valenciana,29.24011904761905,Viviendas con teléfono fijo,71.3
2009,Comunidad Valenciana,29.24011904761905,Viviendas con teléfono móvil,93.5
2010,Andalucía,37.6927380952381,Viviendas con algún tipo de ordenador,65.0
2010,Andalucía,37.6927380952381,Viviendas que disponen de acceso a Internet,53.1
2010,Andalucía,37.6927380952381,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",51.5
2010,Andalucía,37.6927380952381,Viviendas con teléfono fijo,72.9
2010,Andalucía,37.6927380952381,Viviendas con teléfono móvil,93.0
2010,Aragón,22.8725,Viviendas con algún tipo de ordenador,68.3
2010,Aragón,22.8725,Viviendas que disponen de acceso a Internet,59.0
2010,Aragón,22.8725,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",56.9
2010,Aragón,22.8725,Viviendas con teléfono fijo,84.6
2010,Aragón,22.8725,Viviendas con teléfono móvil,94.7
2010,Principado de Asturias,25.869880952380957,Viviendas con algún tipo de ordenador,64.8
2010,Principado de Asturias,25.869880952380957,Viviendas que disponen de acceso a Internet,57.3
2010,Principado de Asturias,25.869880952380957,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",55.0
2010,Principado de Asturias,25.869880952380957,Viviendas con teléfono fijo,83.0
2010,Principado de Asturias,25.869880952380957,Viviendas con teléfono móvil,94.4
2010,Islas Baleares,31.41321428571429,Viviendas con algún tipo de ordenador,73.2
2010,Islas Baleares,31.41321428571429,Viviendas que disponen de acceso a Internet,65.1
2010,Islas Baleares,31.41321428571429,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",63.4
2010,Islas Baleares,31.41321428571429,Viviendas con teléfono fijo,84.3
2010,Islas Baleares,31.41321428571429,Viviendas con teléfono móvil,93.8
2010,Islas Canarias,38.766547619047614,Viviendas con algún tipo de ordenador,65.3
2010,Islas Canarias,38.766547619047614,Viviendas que disponen de acceso a Internet,56.7
2010,Islas Canarias,38.766547619047614,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",54.8
2010,Islas Canarias,38.766547619047614,Viviendas con teléfono fijo,73.9
2010,Islas Canarias,38.766547619047614,Viviendas con teléfono móvil,93.6
2010,Cantabria,24.46595238095238,Viviendas con algún tipo de ordenador,65.7
2010,Cantabria,24.46595238095238,Viviendas que disponen de acceso a Internet,56.3
2010,Cantabria,24.46595238095238,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",54.7
2010,Cantabria,24.46595238095238,Viviendas con teléfono fijo,83.5
2010,Cantabria,24.46595238095238,Viviendas con teléfono móvil,94.8
2010,Castilla y León,24.162738095238097,Viviendas con algún tipo de ordenador,62.6
2010,Castilla y León,24.162738095238097,Viviendas que disponen de acceso a Internet,49.1
2010,Castilla y León,24.162738095238097,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",46.0
2010,Castilla y León,24.162738095238097,Viviendas con teléfono fijo,81.4
2010,Castilla y León,24.162738095238097,Viviendas con teléfono móvil,90.6
2010,Castilla-La Mancha,31.293571428571425,Viviendas con algún tipo de ordenador,64.5
2010,Castilla-La Mancha,31.293571428571425,Viviendas que disponen de acceso a Internet,52.0
2010,Castilla-La Mancha,31.293571428571425,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.4
2010,Castilla-La Mancha,31.293571428571425,Viviendas con teléfono fijo,74.3
2010,Castilla-La Mancha,31.293571428571425,Viviendas con teléfono móvil,92.4
2010,Cataluña,27.78440476190476,Viviendas con algún tipo de ordenador,71.6
2010,Cataluña,27.78440476190476,Viviendas que disponen de acceso a Internet,66.9
2010,Cataluña,27.78440476190476,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.7
2010,Cataluña,27.78440476190476,Viviendas con teléfono fijo,87.3
2010,Cataluña,27.78440476190476,Viviendas con teléfono móvil,94.7
2010,Ceuta,41.573375,Viviendas con algún tipo de ordenador,65.3
2010,Ceuta,41.573375,Viviendas que disponen de acceso a Internet,63.4
2010,Ceuta,41.573375,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",62.1
2010,Ceuta,41.573375,Viviendas con teléfono fijo,74.7
2010,Ceuta,41.573375,Viviendas con teléfono móvil,87.9
2010,España,29.89714285714286,Viviendas con algún tipo de ordenador,67.4
2010,España,29.89714285714286,Viviendas que disponen de acceso a Internet,57.8
2010,España,29.89714285714286,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",56.1
2010,España,29.89714285714286,Viviendas con teléfono fijo,79.8
2010,España,29.89714285714286,Viviendas con teléfono móvil,94.2
2010,Extremadura,32.58535714285714,Viviendas con algún tipo de ordenador,59.1
2010,Extremadura,32.58535714285714,Viviendas que disponen de acceso a Internet,46.0
2010,Extremadura,32.58535714285714,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",44.5
2010,Extremadura,32.58535714285714,Viviendas con teléfono fijo,68.0
2010,Extremadura,32.58535714285714,Viviendas con teléfono móvil,91.4
2010,Galicia,24.364761904761902,Viviendas con algún tipo de ordenador,60.7
2010,Galicia,24.364761904761902,Viviendas que disponen de acceso a Internet,48.3
2010,Galicia,24.364761904761902,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",45.9
2010,Galicia,24.364761904761902,Viviendas con teléfono fijo,78.3
2010,Galicia,24.364761904761902,Viviendas con teléfono móvil,91.4
2010,La Rioja,26.432380952380957,Viviendas con algún tipo de ordenador,62.6
2010,La Rioja,26.432380952380957,Viviendas que disponen de acceso a Internet,53.9
2010,La Rioja,26.432380952380957,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",53.0
2010,La Rioja,26.432380952380957,Viviendas con teléfono fijo,74.4
2010,La Rioja,26.432380952380957,Viviendas con teléfono móvil,94.5
2010,Comunidad de Madrid,26.147261904761905,Viviendas con algún tipo de ordenador,73.9
2010,Comunidad de Madrid,26.147261904761905,Viviendas que disponen de acceso a Internet,66.0
2010,Comunidad de Madrid,26.147261904761905,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.1
2010,Comunidad de Madrid,26.147261904761905,Viviendas con teléfono fijo,88.9
2010,Comunidad de Madrid,26.147261904761905,Viviendas con teléfono móvil,96.6
2010,Melilla,36.74506493506493,Viviendas con algún tipo de ordenador,77.3
2010,Melilla,36.74506493506493,Viviendas que disponen de acceso a Internet,69.4
2010,Melilla,36.74506493506493,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",67.1
2010,Melilla,36.74506493506493,Viviendas con teléfono fijo,71.0
2010,Melilla,36.74506493506493,Viviendas con teléfono móvil,90.5
2010,Región de Murcia,29.56547619047619,Viviendas con algún tipo de ordenador,66.4
2010,Región de Murcia,29.56547619047619,Viviendas que disponen de acceso a Internet,52.6
2010,Región de Murcia,29.56547619047619,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.5
2010,Región de Murcia,29.56547619047619,Viviendas con teléfono fijo,65.2
2010,Región de Murcia,29.56547619047619,Viviendas con teléfono móvil,95.5
2010,Comunidad Foral de Navarra,20.60440476190476,Viviendas con algún tipo de ordenador,71.2
2010,Comunidad Foral de Navarra,20.60440476190476,Viviendas que disponen de acceso a Internet,61.1
2010,Comunidad Foral de Navarra,20.60440476190476,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",58.2
2010,Comunidad Foral de Navarra,20.60440476190476,Viviendas con teléfono fijo,84.1
2010,Comunidad Foral de Navarra,20.60440476190476,Viviendas con teléfono móvil,95.9
2010,País Vasco,19.519285714285715,Viviendas con algún tipo de ordenador,71.4
2010,País Vasco,19.519285714285715,Viviendas que disponen de acceso a Internet,63.9
2010,País Vasco,19.519285714285715,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",62.5
2010,País Vasco,19.519285714285715,Viviendas con teléfono fijo,89.5
2010,País Vasco,19.519285714285715,Viviendas con teléfono móvil,95.1
2010,Comunidad Valenciana,32.8072619047619,Viviendas con algún tipo de ordenador,64.2
2010,Comunidad Valenciana,32.8072619047619,Viviendas que disponen de acceso a Internet,52.8
2010,Comunidad Valenciana,32.8072619047619,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.8
2010,Comunidad Valenciana,32.8072619047619,Viviendas con teléfono fijo,71.6
2010,Comunidad Valenciana,32.8072619047619,Viviendas con teléfono móvil,96.4
2011,Andalucía,40.336309523809526,Viviendas con algún tipo de ordenador,68.1
2011,Andalucía,40.336309523809526,Viviendas que disponen de acceso a Internet,58.2
2011,Andalucía,40.336309523809526,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",55.0
2011,Andalucía,40.336309523809526,Viviendas con teléfono fijo,72.8
2011,Andalucía,40.336309523809526,Viviendas con teléfono móvil,93.3
2011,Aragón,28.27940476190476,Viviendas con algún tipo de ordenador,69.7
2011,Aragón,28.27940476190476,Viviendas que disponen de acceso a Internet,61.8
2011,Aragón,28.27940476190476,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",60.9
2011,Aragón,28.27940476190476,Viviendas con teléfono fijo,85.1
2011,Aragón,28.27940476190476,Viviendas con teléfono móvil,93.4
2011,Principado de Asturias,31.057261904761905,Viviendas con algún tipo de ordenador,66.9
2011,Principado de Asturias,31.057261904761905,Viviendas que disponen de acceso a Internet,60.9
2011,Principado de Asturias,31.057261904761905,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",59.4
2011,Principado de Asturias,31.057261904761905,Viviendas con teléfono fijo,80.0
2011,Principado de Asturias,31.057261904761905,Viviendas con teléfono móvil,93.9
2011,Islas Baleares,32.99559523809524,Viviendas con algún tipo de ordenador,73.9
2011,Islas Baleares,32.99559523809524,Viviendas que disponen de acceso a Internet,68.7
2011,Islas Baleares,32.99559523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",66.2
2011,Islas Baleares,32.99559523809524,Viviendas con teléfono fijo,84.1
2011,Islas Baleares,32.99559523809524,Viviendas con teléfono móvil,95.9
2011,Islas Canarias,39.245714285714286,Viviendas con algún tipo de ordenador,68.6
2011,Islas Canarias,39.245714285714286,Viviendas que disponen de acceso a Internet,60.4
2011,Islas Canarias,39.245714285714286,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",59.0
2011,Islas Canarias,39.245714285714286,Viviendas con teléfono fijo,75.9
2011,Islas Canarias,39.245714285714286,Viviendas con teléfono móvil,93.7
2011,Cantabria,26.80369047619048,Viviendas con algún tipo de ordenador,71.7
2011,Cantabria,26.80369047619048,Viviendas que disponen de acceso a Internet,64.6
2011,Cantabria,26.80369047619048,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",63.6
2011,Cantabria,26.80369047619048,Viviendas con teléfono fijo,81.6
2011,Cantabria,26.80369047619048,Viviendas con teléfono móvil,94.9
2011,Castilla y León,26.612857142857145,Viviendas con algún tipo de ordenador,64.7
2011,Castilla y León,26.612857142857145,Viviendas que disponen de acceso a Internet,56.1
2011,Castilla y León,26.612857142857145,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",53.3
2011,Castilla y León,26.612857142857145,Viviendas con teléfono fijo,80.9
2011,Castilla y León,26.612857142857145,Viviendas con teléfono móvil,93.2
2011,Castilla-La Mancha,33.851309523809526,Viviendas con algún tipo de ordenador,68.4
2011,Castilla-La Mancha,33.851309523809526,Viviendas que disponen de acceso a Internet,58.4
2011,Castilla-La Mancha,33.851309523809526,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",56.2
2011,Castilla-La Mancha,33.851309523809526,Viviendas con teléfono fijo,75.9
2011,Castilla-La Mancha,33.851309523809526,Viviendas con teléfono móvil,94.4
2011,Cataluña,30.26559523809524,Viviendas con algún tipo de ordenador,74.9
2011,Cataluña,30.26559523809524,Viviendas que disponen de acceso a Internet,70.1
2011,Cataluña,30.26559523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",68.3
2011,Cataluña,30.26559523809524,Viviendas con teléfono fijo,86.8
2011,Cataluña,30.26559523809524,Viviendas con teléfono móvil,95.8
2011,Ceuta,43.913373493975904,Viviendas con algún tipo de ordenador,70.7
2011,Ceuta,43.913373493975904,Viviendas que disponen de acceso a Internet,67.9
2011,Ceuta,43.913373493975904,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.2
2011,Ceuta,43.913373493975904,Viviendas con teléfono fijo,84.9
2011,Ceuta,43.913373493975904,Viviendas con teléfono móvil,92.5
2011,España,32.51535714285714,Viviendas con algún tipo de ordenador,70.3
2011,España,32.51535714285714,Viviendas que disponen de acceso a Internet,62.7
2011,España,32.51535714285714,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",60.8
2011,España,32.51535714285714,Viviendas con teléfono fijo,80.1
2011,España,32.51535714285714,Viviendas con teléfono móvil,94.7
2011,Extremadura,36.01285714285714,Viviendas con algún tipo de ordenador,61.3
2011,Extremadura,36.01285714285714,Viviendas que disponen de acceso a Internet,53.0
2011,Extremadura,36.01285714285714,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",50.8
2011,Extremadura,36.01285714285714,Viviendas con teléfono fijo,68.4
2011,Extremadura,36.01285714285714,Viviendas con teléfono móvil,91.5
2011,Galicia,26.085,Viviendas con algún tipo de ordenador,64.5
2011,Galicia,26.085,Viviendas que disponen de acceso a Internet,52.7
2011,Galicia,26.085,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",51.0
2011,Galicia,26.085,Viviendas con teléfono fijo,79.3
2011,Galicia,26.085,Viviendas con teléfono móvil,92.0
2011,La Rioja,30.873809523809523,Viviendas con algún tipo de ordenador,67.3
2011,La Rioja,30.873809523809523,Viviendas que disponen de acceso a Internet,59.3
2011,La Rioja,30.873809523809523,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",55.6
2011,La Rioja,30.873809523809523,Viviendas con teléfono fijo,74.9
2011,La Rioja,30.873809523809523,Viviendas con teléfono móvil,96.2
2011,Comunidad de Madrid,28.21190476190477,Viviendas con algún tipo de ordenador,76.5
2011,Comunidad de Madrid,28.21190476190477,Viviendas que disponen de acceso a Internet,71.4
2011,Comunidad de Madrid,28.21190476190477,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",70.5
2011,Comunidad de Madrid,28.21190476190477,Viviendas con teléfono fijo,91.0
2011,Comunidad de Madrid,28.21190476190477,Viviendas con teléfono móvil,96.2
2011,Melilla,39.99265060240964,Viviendas con algún tipo de ordenador,80.0
2011,Melilla,39.99265060240964,Viviendas que disponen de acceso a Internet,63.3
2011,Melilla,39.99265060240964,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",59.8
2011,Melilla,39.99265060240964,Viviendas con teléfono fijo,65.9
2011,Melilla,39.99265060240964,Viviendas con teléfono móvil,100.0
2011,Región de Murcia,35.33940476190477,Viviendas con algún tipo de ordenador,68.7
2011,Región de Murcia,35.33940476190477,Viviendas que disponen de acceso a Internet,58.8
2011,Región de Murcia,35.33940476190477,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",57.9
2011,Región de Murcia,35.33940476190477,Viviendas con teléfono fijo,66.1
2011,Región de Murcia,35.33940476190477,Viviendas con teléfono móvil,96.6
2011,Comunidad Foral de Navarra,21.770357142857144,Viviendas con algún tipo de ordenador,72.7
2011,Comunidad Foral de Navarra,21.770357142857144,Viviendas que disponen de acceso a Internet,65.7
2011,Comunidad Foral de Navarra,21.770357142857144,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",62.1
2011,Comunidad Foral de Navarra,21.770357142857144,Viviendas con teléfono fijo,83.3
2011,Comunidad Foral de Navarra,21.770357142857144,Viviendas con teléfono móvil,96.4
2011,País Vasco,22.895357142857144,Viviendas con algún tipo de ordenador,74.0
2011,País Vasco,22.895357142857144,Viviendas que disponen de acceso a Internet,66.8
2011,País Vasco,22.895357142857144,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",64.1
2011,País Vasco,22.895357142857144,Viviendas con teléfono fijo,87.5
2011,País Vasco,22.895357142857144,Viviendas con teléfono móvil,96.2
2011,Comunidad Valenciana,35.72988095238095,Viviendas con algún tipo de ordenador,67.3
2011,Comunidad Valenciana,35.72988095238095,Viviendas que disponen de acceso a Internet,59.0
2011,Comunidad Valenciana,35.72988095238095,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",57.9
2011,Comunidad Valenciana,35.72988095238095,Viviendas con teléfono fijo,72.0
2011,Comunidad Valenciana,35.72988095238095,Viviendas con teléfono móvil,95.3
2012,Andalucía,46.33178571428572,Viviendas con algún tipo de ordenador,71.2
2012,Andalucía,46.33178571428572,Viviendas que disponen de acceso a Internet,63.3
2012,Andalucía,46.33178571428572,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",61.3
2012,Andalucía,46.33178571428572,Viviendas con teléfono fijo,73.5
2012,Andalucía,46.33178571428572,Viviendas con teléfono móvil,94.7
2012,Aragón,31.35214285714285,Viviendas con algún tipo de ordenador,71.9
2012,Aragón,31.35214285714285,Viviendas que disponen de acceso a Internet,66.5
2012,Aragón,31.35214285714285,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.9
2012,Aragón,31.35214285714285,Viviendas con teléfono fijo,84.5
2012,Aragón,31.35214285714285,Viviendas con teléfono móvil,95.5
2012,Principado de Asturias,33.43964285714286,Viviendas con algún tipo de ordenador,70.3
2012,Principado de Asturias,33.43964285714286,Viviendas que disponen de acceso a Internet,65.5
2012,Principado de Asturias,33.43964285714286,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.1
2012,Principado de Asturias,33.43964285714286,Viviendas con teléfono fijo,82.5
2012,Principado de Asturias,33.43964285714286,Viviendas con teléfono móvil,94.5
2012,Islas Baleares,35.57178571428572,Viviendas con algún tipo de ordenador,78.3
2012,Islas Baleares,35.57178571428572,Viviendas que disponen de acceso a Internet,72.8
2012,Islas Baleares,35.57178571428572,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",70.4
2012,Islas Baleares,35.57178571428572,Viviendas con teléfono fijo,82.4
2012,Islas Baleares,35.57178571428572,Viviendas con teléfono móvil,93.2
2012,Islas Canarias,44.42285714285714,Viviendas con algún tipo de ordenador,71.9
2012,Islas Canarias,44.42285714285714,Viviendas que disponen de acceso a Internet,63.9
2012,Islas Canarias,44.42285714285714,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",63.0
2012,Islas Canarias,44.42285714285714,Viviendas con teléfono fijo,74.8
2012,Islas Canarias,44.42285714285714,Viviendas con teléfono móvil,95.9
2012,Cantabria,28.87309523809524,Viviendas con algún tipo de ordenador,72.6
2012,Cantabria,28.87309523809524,Viviendas que disponen de acceso a Internet,66.9
2012,Cantabria,28.87309523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",66.3
2012,Cantabria,28.87309523809524,Viviendas con teléfono fijo,78.3
2012,Cantabria,28.87309523809524,Viviendas con teléfono móvil,96.1
2012,Castilla y León,33.417857142857144,Viviendas con algún tipo de ordenador,69.6
2012,Castilla y León,33.417857142857144,Viviendas que disponen de acceso a Internet,62.9
2012,Castilla y León,33.417857142857144,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",61.7
2012,Castilla y León,33.417857142857144,Viviendas con teléfono fijo,80.7
2012,Castilla y León,33.417857142857144,Viviendas con teléfono móvil,95.4
2012,Castilla-La Mancha,40.987857142857145,Viviendas con algún tipo de ordenador,68.0
2012,Castilla-La Mancha,40.987857142857145,Viviendas que disponen de acceso a Internet,60.6
2012,Castilla-La Mancha,40.987857142857145,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",59.4
2012,Castilla-La Mancha,40.987857142857145,Viviendas con teléfono fijo,76.6
2012,Castilla-La Mancha,40.987857142857145,Viviendas con teléfono móvil,94.6
2012,Cataluña,35.15988095238095,Viviendas con algún tipo de ordenador,75.2
2012,Cataluña,35.15988095238095,Viviendas que disponen de acceso a Internet,70.3
2012,Cataluña,35.15988095238095,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",69.3
2012,Cataluña,35.15988095238095,Viviendas con teléfono fijo,82.1
2012,Cataluña,35.15988095238095,Viviendas con teléfono móvil,96.6
2012,Ceuta,50.45547619047619,Viviendas con algún tipo de ordenador,75.5
2012,Ceuta,50.45547619047619,Viviendas que disponen de acceso a Internet,71.3
2012,Ceuta,50.45547619047619,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",71.3
2012,Ceuta,50.45547619047619,Viviendas con teléfono fijo,70.3
2012,Ceuta,50.45547619047619,Viviendas con teléfono móvil,81.3
2012,España,37.44261904761905,Viviendas con algún tipo de ordenador,72.6
2012,España,37.44261904761905,Viviendas que disponen de acceso a Internet,66.6
2012,España,37.44261904761905,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",65.5
2012,España,37.44261904761905,Viviendas con teléfono fijo,79.2
2012,España,37.44261904761905,Viviendas con teléfono móvil,95.6
2012,Extremadura,45.42821428571428,Viviendas con algún tipo de ordenador,65.0
2012,Extremadura,45.42821428571428,Viviendas que disponen de acceso a Internet,58.4
2012,Extremadura,45.42821428571428,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",56.4
2012,Extremadura,45.42821428571428,Viviendas con teléfono fijo,69.9
2012,Extremadura,45.42821428571428,Viviendas con teléfono móvil,94.8
2012,Galicia,30.97309523809524,Viviendas con algún tipo de ordenador,67.2
2012,Galicia,30.97309523809524,Viviendas que disponen de acceso a Internet,62.3
2012,Galicia,30.97309523809524,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",61.6
2012,Galicia,30.97309523809524,Viviendas con teléfono fijo,78.2
2012,Galicia,30.97309523809524,Viviendas con teléfono móvil,94.6
2012,La Rioja,33.134166666666665,Viviendas con algún tipo de ordenador,69.5
2012,La Rioja,33.134166666666665,Viviendas que disponen de acceso a Internet,64.3
2012,La Rioja,33.134166666666665,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",63.1
2012,La Rioja,33.134166666666665,Viviendas con teléfono fijo,75.6
