CCAA,Tipo de equipamiento,Periodo,Total
Islas Baleares,Viviendas que disponen de acceso a Internet,2010,"65,1"
Islas Baleares,Viviendas que disponen de acceso a Internet,2009,59
Islas Baleares,Viviendas que disponen de acceso a Internet,2008,"53,3"
Islas Baleares,Viviendas que disponen de acceso a Internet,2007,"48,1"
Islas Baleares,Viviendas que disponen de acceso a Internet,2006,"40,9"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"97,7"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"97,3"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"97,5"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"97,3"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"95,6"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,93
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"90,6"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"87,8"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"81,2"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"78,2"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"77,5"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"67,8"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"70,4"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"66,2"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"63,4"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"57,3"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"48,5"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"44,6"
Islas Baleares,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"32,8"
Islas Baleares,Viviendas con teléfono fijo,2024,"51,3"
Islas Baleares,Viviendas con teléfono fijo,2023,"56,2"
Islas Baleares,Viviendas con teléfono fijo,2022,"65,2"
Islas Baleares,Viviendas con teléfono fijo,2021,"70,7"
Islas Baleares,Viviendas con teléfono fijo,2020,"75,4"
Islas Baleares,Viviendas con teléfono fijo,2019,"82,2"
Islas Baleares,Viviendas con teléfono fijo,2018,"83,7"
Islas Baleares,Viviendas con teléfono fijo,2017,"81,4"
Islas Baleares,Viviendas con teléfono fijo,2016,"78,1"
Islas Baleares,Viviendas con teléfono fijo,2015,"77,9"
Islas Baleares,Viviendas con teléfono fijo,2014,"82,2"
Islas Baleares,Viviendas con teléfono fijo,2013,79
Islas Baleares,Viviendas con teléfono fijo,2012,"82,4"
Islas Baleares,Viviendas con teléfono fijo,2011,"84,1"
Islas Baleares,Viviendas con teléfono fijo,2010,"84,3"
Islas Baleares,Viviendas con teléfono fijo,2009,"85,7"
Islas Baleares,Viviendas con teléfono fijo,2008,"82,5"
Islas Baleares,Viviendas con teléfono fijo,2007,"82,1"
Islas Baleares,Viviendas con teléfono fijo,2006,"82,4"
Islas Baleares,Viviendas con teléfono móvil,2024,"99,7"
Islas Baleares,Viviendas con teléfono móvil,2023,"99,5"
Islas Baleares,Viviendas con teléfono móvil,2022,"99,9"
Islas Baleares,Viviendas con teléfono móvil,2021,99
Islas Baleares,Viviendas con teléfono móvil,2020,"98,9"
Islas Baleares,Viviendas con teléfono móvil,2019,"99,2"
Islas Baleares,Viviendas con teléfono móvil,2018,98
Islas Baleares,Viviendas con teléfono móvil,2017,"98,8"
Islas Baleares,Viviendas con teléfono móvil,2016,"97,1"
Islas Baleares,Viviendas con teléfono móvil,2015,"97,2"
Islas Baleares,Viviendas con teléfono móvil,2014,"96,8"
Islas Baleares,Viviendas con teléfono móvil,2013,"95,5"
Islas Baleares,Viviendas con teléfono móvil,2012,"93,2"
Islas Baleares,Viviendas con teléfono móvil,2011,"95,9"
Islas Baleares,Viviendas con teléfono móvil,2010,"93,8"
Islas Baleares,Viviendas con teléfono móvil,2009,"93,8"
Islas Baleares,Viviendas con teléfono móvil,2008,"90,6"
Islas Baleares,Viviendas con teléfono móvil,2007,"89,4"
Islas Baleares,Viviendas con teléfono móvil,2006,"88,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2024,"78,9"
Islas Canarias,Viviendas con algún tipo de ordenador,2023,"81,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2022,"83,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2021,"82,7"
Islas Canarias,Viviendas con algún tipo de ordenador,2020,"80,5"
Islas Canarias,Viviendas con algún tipo de ordenador,2019,"80,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2018,"77,9"
Islas Canarias,Viviendas con algún tipo de ordenador,2017,"73,1"
Islas Canarias,Viviendas con algún tipo de ordenador,2016,"72,2"
Islas Canarias,Viviendas con algún tipo de ordenador,2015,71
Islas Canarias,Viviendas con algún tipo de ordenador,2014,"72,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2013,"70,1"
Islas Canarias,Viviendas con algún tipo de ordenador,2012,"71,9"
Islas Canarias,Viviendas con algún tipo de ordenador,2011,"68,6"
Islas Canarias,Viviendas con algún tipo de ordenador,2010,"65,3"
Islas Canarias,Viviendas con algún tipo de ordenador,2009,"64,8"
Islas Canarias,Viviendas con algún tipo de ordenador,2008,"63,5"
Islas Canarias,Viviendas con algún tipo de ordenador,2007,"57,5"
Islas Canarias,Viviendas con algún tipo de ordenador,2006,"56,1"
Islas Canarias,Viviendas que disponen de acceso a Internet,2024,"96,8"
Islas Canarias,Viviendas que disponen de acceso a Internet,2023,"97,1"
Islas Canarias,Viviendas que disponen de acceso a Internet,2022,"96,9"
Islas Canarias,Viviendas que disponen de acceso a Internet,2021,"96,7"
Islas Canarias,Viviendas que disponen de acceso a Internet,2020,"96,2"
Islas Canarias,Viviendas que disponen de acceso a Internet,2019,"91,1"
Islas Canarias,Viviendas que disponen de acceso a Internet,2018,"87,4"
Islas Canarias,Viviendas que disponen de acceso a Internet,2017,"80,9"
Islas Canarias,Viviendas que disponen de acceso a Internet,2016,"82,1"
Islas Canarias,Viviendas que disponen de acceso a Internet,2015,"78,6"
Islas Canarias,Viviendas que disponen de acceso a Internet,2014,"72,6"
Islas Canarias,Viviendas que disponen de acceso a Internet,2013,67
Islas Canarias,Viviendas que disponen de acceso a Internet,2012,"63,9"
Islas Canarias,Viviendas que disponen de acceso a Internet,2011,"60,4"
Islas Canarias,Viviendas que disponen de acceso a Internet,2010,"56,7"
Islas Canarias,Viviendas que disponen de acceso a Internet,2009,"52,6"
Islas Canarias,Viviendas que disponen de acceso a Internet,2008,"50,5"
Islas Canarias,Viviendas que disponen de acceso a Internet,2007,"43,5"
Islas Canarias,Viviendas que disponen de acceso a Internet,2006,"39,6"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"96,8"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"96,9"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"96,9"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"96,7"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"95,7"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"90,4"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"86,8"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"80,1"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"80,7"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"77,3"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,71
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"66,7"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,63
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,59
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"54,8"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"50,9"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"43,8"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"40,5"
Islas Canarias,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"33,2"
Islas Canarias,Viviendas con teléfono fijo,2024,"61,6"
Islas Canarias,Viviendas con teléfono fijo,2023,"66,4"
Islas Canarias,Viviendas con teléfono fijo,2022,"69,9"
Islas Canarias,Viviendas con teléfono fijo,2021,"76,6"
Islas Canarias,Viviendas con teléfono fijo,2020,"81,8"
Islas Canarias,Viviendas con teléfono fijo,2019,"79,2"
Islas Canarias,Viviendas con teléfono fijo,2018,"79,8"
Islas Canarias,Viviendas con teléfono fijo,2017,"79,8"
Islas Canarias,Viviendas con teléfono fijo,2016,"77,4"
Islas Canarias,Viviendas con teléfono fijo,2015,"77,5"
Islas Canarias,Viviendas con teléfono fijo,2014,"75,5"
Islas Canarias,Viviendas con teléfono fijo,2013,"76,3"
Islas Canarias,Viviendas con teléfono fijo,2012,"74,8"
Islas Canarias,Viviendas con teléfono fijo,2011,"75,9"
Islas Canarias,Viviendas con teléfono fijo,2010,"73,9"
Islas Canarias,Viviendas con teléfono fijo,2009,"74,7"
Islas Canarias,Viviendas con teléfono fijo,2008,"74,5"
Islas Canarias,Viviendas con teléfono fijo,2007,"74,4"
Islas Canarias,Viviendas con teléfono fijo,2006,"79,9"
Islas Canarias,Viviendas con teléfono móvil,2024,"98,9"
Islas Canarias,Viviendas con teléfono móvil,2023,"99,3"
Islas Canarias,Viviendas con teléfono móvil,2022,"99,5"
Islas Canarias,Viviendas con teléfono móvil,2021,"99,5"
Islas Canarias,Viviendas con teléfono móvil,2020,"99,5"
Islas Canarias,Viviendas con teléfono móvil,2019,"97,9"
Islas Canarias,Viviendas con teléfono móvil,2018,"96,8"
Islas Canarias,Viviendas con teléfono móvil,2017,94
Islas Canarias,Viviendas con teléfono móvil,2016,95
Islas Canarias,Viviendas con teléfono móvil,2015,"96,3"
Islas Canarias,Viviendas con teléfono móvil,2014,"94,8"
Islas Canarias,Viviendas con teléfono móvil,2013,"96,1"
Islas Canarias,Viviendas con teléfono móvil,2012,"95,9"
Islas Canarias,Viviendas con teléfono móvil,2011,"93,7"
Islas Canarias,Viviendas con teléfono móvil,2010,"93,6"
Islas Canarias,Viviendas con teléfono móvil,2009,"94,1"
Islas Canarias,Viviendas con teléfono móvil,2008,"93,1"
Islas Canarias,Viviendas con teléfono móvil,2007,"91,2"
Islas Canarias,Viviendas con teléfono móvil,2006,"86,7"
Cantabria,Viviendas con algún tipo de ordenador,2024,"81,5"
Cantabria,Viviendas con algún tipo de ordenador,2023,81
Cantabria,Viviendas con algún tipo de ordenador,2022,"80,1"
Cantabria,Viviendas con algún tipo de ordenador,2021,"83,3"
Cantabria,Viviendas con algún tipo de ordenador,2020,"82,1"
Cantabria,Viviendas con algún tipo de ordenador,2019,"80,7"
Cantabria,Viviendas con algún tipo de ordenador,2018,"78,9"
Cantabria,Viviendas con algún tipo de ordenador,2017,"81,7"
Cantabria,Viviendas con algún tipo de ordenador,2016,78
Cantabria,Viviendas con algún tipo de ordenador,2015,"77,3"
Cantabria,Viviendas con algún tipo de ordenador,2014,"74,6"
Cantabria,Viviendas con algún tipo de ordenador,2013,"75,8"
Cantabria,Viviendas con algún tipo de ordenador,2012,"72,6"
Cantabria,Viviendas con algún tipo de ordenador,2011,"71,7"
Cantabria,Viviendas con algún tipo de ordenador,2010,"65,7"
Cantabria,Viviendas con algún tipo de ordenador,2009,64
Cantabria,Viviendas con algún tipo de ordenador,2008,"63,8"
Cantabria,Viviendas con algún tipo de ordenador,2007,"58,2"
Cantabria,Viviendas con algún tipo de ordenador,2006,"57,5"
Cantabria,Viviendas que disponen de acceso a Internet,2024,96
Cantabria,Viviendas que disponen de acceso a Internet,2023,"95,6"
Cantabria,Viviendas que disponen de acceso a Internet,2022,"94,7"
Cantabria,Viviendas que disponen de acceso a Internet,2021,95
Cantabria,Viviendas que disponen de acceso a Internet,2020,"93,9"
Cantabria,Viviendas que disponen de acceso a Internet,2019,"90,8"
Cantabria,Viviendas que disponen de acceso a Internet,2018,83
Cantabria,Viviendas que disponen de acceso a Internet,2017,"83,5"
Cantabria,Viviendas que disponen de acceso a Internet,2016,"79,6"
Cantabria,Viviendas que disponen de acceso a Internet,2015,"79,6"
Cantabria,Viviendas que disponen de acceso a Internet,2014,"73,9"
Cantabria,Viviendas que disponen de acceso a Internet,2013,"74,6"
Cantabria,Viviendas que disponen de acceso a Internet,2012,"66,9"
Cantabria,Viviendas que disponen de acceso a Internet,2011,"64,6"
Cantabria,Viviendas que disponen de acceso a Internet,2010,"56,3"
Cantabria,Viviendas que disponen de acceso a Internet,2009,"54,2"
Cantabria,Viviendas que disponen de acceso a Internet,2008,"51,2"
Cantabria,Viviendas que disponen de acceso a Internet,2007,"45,2"
Cantabria,Viviendas que disponen de acceso a Internet,2006,"42,2"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,96
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"95,6"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"94,7"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,95
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"93,9"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"90,8"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"82,4"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"82,4"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"77,3"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"78,8"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"72,4"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"74,2"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"66,3"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"63,6"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"54,7"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"52,7"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"47,1"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"40,6"
Cantabria,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"31,6"
Cantabria,Viviendas con teléfono fijo,2024,"53,7"
Cantabria,Viviendas con teléfono fijo,2023,"58,6"
Cantabria,Viviendas con teléfono fijo,2022,"62,2"
Cantabria,Viviendas con teléfono fijo,2021,"71,1"
Cantabria,Viviendas con teléfono fijo,2020,"74,3"
Cantabria,Viviendas con teléfono fijo,2019,"78,2"
Cantabria,Viviendas con teléfono fijo,2018,"79,8"
Cantabria,Viviendas con teléfono fijo,2017,"80,5"
Cantabria,Viviendas con teléfono fijo,2016,"83,5"
Cantabria,Viviendas con teléfono fijo,2015,"82,2"
Cantabria,Viviendas con teléfono fijo,2014,"80,3"
Cantabria,Viviendas con teléfono fijo,2013,80
Cantabria,Viviendas con teléfono fijo,2012,"78,3"
Cantabria,Viviendas con teléfono fijo,2011,"81,6"
Cantabria,Viviendas con teléfono fijo,2010,"83,5"
Cantabria,Viviendas con teléfono fijo,2009,"83,2"
Cantabria,Viviendas con teléfono fijo,2008,"80,7"
Cantabria,Viviendas con teléfono fijo,2007,"82,1"
Cantabria,Viviendas con teléfono fijo,2006,"84,5"
Cantabria,Viviendas con teléfono móvil,2024,"99,4"
Cantabria,Viviendas con teléfono móvil,2023,"99,3"
Cantabria,Viviendas con teléfono móvil,2022,"99,6"
Cantabria,Viviendas con teléfono móvil,2021,"99,5"
Cantabria,Viviendas con teléfono móvil,2020,"99,1"
Cantabria,Viviendas con teléfono móvil,2019,"97,2"
Cantabria,Viviendas con teléfono móvil,2018,"98,9"
Cantabria,Viviendas con teléfono móvil,2017,"97,2"
Cantabria,Viviendas con teléfono móvil,2016,"96,6"
Cantabria,Viviendas con teléfono móvil,2015,"98,1"
Cantabria,Viviendas con teléfono móvil,2014,"96,6"
Cantabria,Viviendas con teléfono móvil,2013,96
Cantabria,Viviendas con teléfono móvil,2012,"96,1"
Cantabria,Viviendas con teléfono móvil,2011,"94,9"
Cantabria,Viviendas con teléfono móvil,2010,"94,8"
Cantabria,Viviendas con teléfono móvil,2009,"94,8"
Cantabria,Viviendas con teléfono móvil,2008,"92,8"
Cantabria,Viviendas con teléfono móvil,2007,"90,1"
Cantabria,Viviendas con teléfono móvil,2006,"86,4"
Castilla y León,Viviendas con algún tipo de ordenador,2024,"80,2"
Castilla y León,Viviendas con algún tipo de ordenador,2023,"79,7"
Castilla y León,Viviendas con algún tipo de ordenador,2022,"80,2"
Castilla y León,Viviendas con algún tipo de ordenador,2021,"83,6"
Castilla y León,Viviendas con algún tipo de ordenador,2020,"79,4"
Castilla y León,Viviendas con algún tipo de ordenador,2019,78
Castilla y León,Viviendas con algún tipo de ordenador,2018,"76,1"
Castilla y León,Viviendas con algún tipo de ordenador,2017,"77,1"
Castilla y León,Viviendas con algún tipo de ordenador,2016,"75,7"
Castilla y León,Viviendas con algún tipo de ordenador,2015,"73,6"
Castilla y León,Viviendas con algún tipo de ordenador,2014,"72,6"
Castilla y León,Viviendas con algún tipo de ordenador,2013,"71,8"
Castilla y León,Viviendas con algún tipo de ordenador,2012,"69,6"
Castilla y León,Viviendas con algún tipo de ordenador,2011,"64,7"
Castilla y León,Viviendas con algún tipo de ordenador,2010,"62,6"
Castilla y León,Viviendas con algún tipo de ordenador,2009,"60,5"
Castilla y León,Viviendas con algún tipo de ordenador,2008,"56,9"
Castilla y León,Viviendas con algún tipo de ordenador,2007,"56,3"
Castilla y León,Viviendas con algún tipo de ordenador,2006,52
Castilla y León,Viviendas que disponen de acceso a Internet,2024,"95,4"
Castilla y León,Viviendas que disponen de acceso a Internet,2023,"93,8"
Castilla y León,Viviendas que disponen de acceso a Internet,2022,"94,9"
Castilla y León,Viviendas que disponen de acceso a Internet,2021,"95,6"
Castilla y León,Viviendas que disponen de acceso a Internet,2020,"93,9"
Castilla y León,Viviendas que disponen de acceso a Internet,2019,89
Castilla y León,Viviendas que disponen de acceso a Internet,2018,"82,3"
Castilla y León,Viviendas que disponen de acceso a Internet,2017,"79,2"
Castilla y León,Viviendas que disponen de acceso a Internet,2016,"77,5"
Castilla y León,Viviendas que disponen de acceso a Internet,2015,"73,9"
Castilla y León,Viviendas que disponen de acceso a Internet,2014,"68,7"
Castilla y León,Viviendas que disponen de acceso a Internet,2013,67
Castilla y León,Viviendas que disponen de acceso a Internet,2012,"62,9"
Castilla y León,Viviendas que disponen de acceso a Internet,2011,"56,1"
Castilla y León,Viviendas que disponen de acceso a Internet,2010,"49,1"
Castilla y León,Viviendas que disponen de acceso a Internet,2009,"44,3"
Castilla y León,Viviendas que disponen de acceso a Internet,2008,"40,7"
Castilla y León,Viviendas que disponen de acceso a Internet,2007,38
Castilla y León,Viviendas que disponen de acceso a Internet,2006,"33,8"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"95,4"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"93,8"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"94,9"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"95,6"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"93,9"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"88,6"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"82,2"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"78,2"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"76,5"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"73,5"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"67,6"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"65,9"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"61,7"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"53,3"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,46
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"40,1"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,34
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"31,6"
Castilla y León,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"23,1"
Castilla y León,Viviendas con teléfono fijo,2024,"61,1"
Castilla y León,Viviendas con teléfono fijo,2023,"65,3"
Castilla y León,Viviendas con teléfono fijo,2022,"68,7"
Castilla y León,Viviendas con teléfono fijo,2021,"73,1"
Castilla y León,Viviendas con teléfono fijo,2020,"73,9"
Castilla y León,Viviendas con teléfono fijo,2019,"76,5"
Castilla y León,Viviendas con teléfono fijo,2018,"77,7"
Castilla y León,Viviendas con teléfono fijo,2017,80
Castilla y León,Viviendas con teléfono fijo,2016,81
Castilla y León,Viviendas con teléfono fijo,2015,82
Castilla y León,Viviendas con teléfono fijo,2014,"81,7"
Castilla y León,Viviendas con teléfono fijo,2013,"82,3"
Castilla y León,Viviendas con teléfono fijo,2012,"80,7"
Castilla y León,Viviendas con teléfono fijo,2011,"80,9"
Castilla y León,Viviendas con teléfono fijo,2010,"81,4"
Castilla y León,Viviendas con teléfono fijo,2009,"81,7"
Castilla y León,Viviendas con teléfono fijo,2008,"80,7"
Castilla y León,Viviendas con teléfono fijo,2007,"82,3"
Castilla y León,Viviendas con teléfono fijo,2006,"85,8"
Castilla y León,Viviendas con teléfono móvil,2024,"99,1"
Castilla y León,Viviendas con teléfono móvil,2023,"98,5"
Castilla y León,Viviendas con teléfono móvil,2022,"99,5"
Castilla y León,Viviendas con teléfono móvil,2021,"99,3"
Castilla y León,Viviendas con teléfono móvil,2020,"99,4"
Castilla y León,Viviendas con teléfono móvil,2019,98
Castilla y León,Viviendas con teléfono móvil,2018,"97,6"
Castilla y León,Viviendas con teléfono móvil,2017,97
Castilla y León,Viviendas con teléfono móvil,2016,"95,6"
Castilla y León,Viviendas con teléfono móvil,2015,96
Castilla y León,Viviendas con teléfono móvil,2014,"94,5"
Castilla y León,Viviendas con teléfono móvil,2013,"95,5"
Castilla y León,Viviendas con teléfono móvil,2012,"95,4"
Castilla y León,Viviendas con teléfono móvil,2011,"93,2"
Castilla y León,Viviendas con teléfono móvil,2010,"90,6"
Castilla y León,Viviendas con teléfono móvil,2009,"89,8"
Castilla y León,Viviendas con teléfono móvil,2008,"88,2"
Castilla y León,Viviendas con teléfono móvil,2007,"85,6"
Castilla y León,Viviendas con teléfono móvil,2006,"83,3"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2024,"79,3"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2023,"77,8"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2022,"78,7"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2021,"78,9"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2020,"77,2"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2019,"74,2"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2018,"74,8"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2017,"74,1"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2016,"73,3"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2015,"74,1"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2014,"69,9"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2013,"71,9"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2012,68
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2011,"68,4"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2010,"64,5"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2009,"58,1"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2008,"53,8"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2007,"50,5"
Castilla-La Mancha,Viviendas con algún tipo de ordenador,2006,"50,3"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2024,96
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2023,"95,8"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2022,95
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2021,"94,4"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2020,"93,2"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2019,"86,8"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2018,"80,9"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2017,"80,6"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2016,"78,2"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2015,"73,9"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2014,"66,8"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2013,"63,4"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2012,"60,6"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2011,"58,4"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2010,52
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2009,"43,9"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2008,"38,6"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2007,"31,2"
Castilla-La Mancha,Viviendas que disponen de acceso a Internet,2006,"29,6"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,96
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"95,8"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,95
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"94,4"
